nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
BRA,DF,26,1991,14.3,12,0.84,9,0,0,3,0,0,3,0.21,1,0,0,2,0,0
FRA,DF,29,1988,6.3,2,0.32,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA,MF,23,1994,14.8,39,2.63,29,0,5,1,2,2,5,0.34,5,0,0,0,0,0
FRA,DF,18,1999,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CIV,FW,23,1993,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,DF,23,1994,15.9,24,1.51,19,3,1,1,0,0,4,0.25,3,1,0,0,0,0
ARG,MF,21,1996,9.6,20,2.09,15,4,0,0,1,0,1,0.1,1,0,0,0,0,0
SRB,DF,21,1996,16.0,8,0.5,7,0,0,0,1,0,1,0.06,1,0,0,0,0,0
SEN,MF,27,1989,20.9,55,2.63,42,0,4,5,2,2,2,0.1,2,0,0,0,0,0
SEN,DF,24,1993,34.4,71,2.07,63,2,3,0,1,2,10,0.29,9,0,1,0,0,0
COM,FW,18,1999,1.5,5,3.44,4,0,0,0,0,1,1,0.69,1,0,0,0,0,0
SEN,DF,23,1993,17.7,37,2.09,21,5,5,0,5,1,0,0.0,0,0,0,0,0,0
GHA,DF,22,1994,28.0,17,0.61,11,2,0,3,1,0,0,0.0,0,0,0,0,0,0
GUI,"MF,DF",25,1992,17.1,15,0.88,12,0,0,0,2,1,1,0.06,1,0,0,0,0,0
FRA,GK,23,1994,3.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CIV,"MF,FW",26,1991,9.4,26,2.77,15,0,2,3,5,1,1,0.11,1,0,0,0,0,0
FRA,DF,29,1988,31.5,13,0.41,10,2,0,0,1,0,1,0.03,0,0,0,0,1,0
CGO,"DF,MF",19,1997,7.2,5,0.69,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
BEN,DF,28,1988,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,FW,22,1995,8.1,14,1.74,8,0,2,0,4,0,2,0.25,1,0,0,0,1,0
FRA,DF,22,1994,36.0,56,1.56,43,8,3,0,2,0,5,0.14,5,0,0,0,0,0
HAI,"MF,FW",27,1990,9.7,31,3.18,12,10,3,2,4,0,2,0.21,1,1,0,0,0,0
CIV,"DF,MF",24,1992,7.9,2,0.25,2,0,0,0,0,0,1,0.13,1,0,0,0,0,0
CRO,FW,28,1989,30.9,67,2.17,42,1,3,9,11,1,4,0.13,1,0,1,0,2,0
SVN,"MF,FW",20,1997,10.0,22,2.2,16,1,2,0,3,0,0,0.0,0,0,0,0,0,0
FRA,"MF,FW",19,1998,5.9,19,3.2,11,6,0,1,0,1,2,0.34,1,0,0,0,0,1
FRA,MF,31,1986,6.5,20,3.09,18,0,1,0,1,0,1,0.15,1,0,0,0,0,0
COD,"MF,FW",24,1992,4.7,19,4.03,14,1,1,2,1,0,0,0.0,0,0,0,0,0,0
FRA,MF,35,1982,34.0,130,3.82,80,33,4,3,4,6,5,0.15,4,1,0,0,0,0
HAI,DF,29,1987,20.1,25,1.24,20,4,0,1,0,0,4,0.2,4,0,0,0,0,0
FRA,"FW,MF",27,1989,35.1,116,3.3,96,0,5,8,4,3,10,0.28,8,0,1,1,0,0
FRA,GK,37,1980,34.5,6,0.17,2,4,0,0,0,0,0,0.0,0,0,0,0,0,0
BEL,MF,25,1992,12.3,51,4.14,26,22,3,0,0,0,4,0.32,2,2,0,0,0,0
FIN,"MF,FW",18,1999,4.5,11,2.47,9,0,2,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"DF,MF",31,1985,17.4,38,2.18,30,4,1,2,0,1,3,0.17,3,0,0,0,0,0
MAR,MF,21,1996,22.7,53,2.33,41,1,7,0,4,0,1,0.04,1,0,0,0,0,0
FRA,"DF,MF",19,1998,1.5,1,0.65,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"FW,MF",22,1994,0.4,2,5.63,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0
CGO,DF,28,1988,3.7,8,2.14,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA,GK,26,1990,38.0,9,0.24,6,3,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,FW,25,1992,15.6,27,1.73,21,1,1,1,3,0,4,0.26,2,0,1,1,0,0
FRA,DF,37,1980,9.8,6,0.61,5,0,0,0,0,1,1,0.1,1,0,0,0,0,0
CTA,DF,26,1990,31.4,21,0.67,17,0,1,1,2,0,2,0.06,0,0,0,1,1,0
CGO,"FW,MF",22,1995,0.3,2,5.81,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CGO,"MF,FW",20,1997,2.1,3,1.43,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
FRA,MF,16,2000,1.9,3,1.62,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA,MF,37,1980,9.6,26,2.72,21,2,2,0,1,0,6,0.63,4,0,2,0,0,0
MAR,DF,30,1986,17.9,26,1.45,22,2,1,1,0,0,6,0.33,5,0,0,1,0,0
FRA,"FW,MF",31,1986,15.9,52,3.28,41,1,4,3,3,0,4,0.25,4,0,0,0,0,0
FRA,MF,25,1991,20.9,35,1.67,30,0,1,3,1,0,3,0.14,2,0,0,1,0,0
CPV,FW,28,1988,22.8,48,2.1,41,0,3,2,2,0,5,0.22,3,0,2,0,0,0
KOR,"FW,MF",23,1994,23.7,72,3.03,48,7,6,3,7,1,10,0.42,5,1,1,0,2,1
ALG,MF,24,1992,13.1,19,1.46,13,1,1,3,0,1,1,0.08,1,0,0,0,0,0
TUN,"FW,MF",25,1992,25.4,142,5.58,71,28,20,6,17,0,14,0.55,6,2,1,2,3,0
TUN,DF,25,1992,27.8,53,1.91,38,8,5,0,1,1,2,0.07,2,0,0,0,0,0
SEN,DF,28,1988,30.0,15,0.5,13,1,0,1,0,0,4,0.13,3,0,0,1,0,0
FRA,MF,27,1989,30.0,53,1.76,44,3,2,1,3,0,4,0.13,3,1,0,0,0,0
FRA,DF,20,1996,30.9,49,1.59,38,6,5,0,0,0,8,0.26,6,0,2,0,0,0
SUI,"DF,FW",29,1988,0.3,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NCL,"DF,MF",29,1987,6.9,4,0.58,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
FRA,"FW,MF",22,1995,20.4,49,2.4,28,0,11,4,5,1,10,0.49,4,0,4,1,1,0
POR,MF,22,1994,15.5,53,3.42,32,11,1,2,6,1,4,0.26,2,2,0,0,0,0
HUN,DF,24,1993,2.6,1,0.39,1,0,0,0,0,0,1,0.39,1,0,0,0,0,0
GUI,"FW,MF",27,1990,9.9,21,2.13,15,2,1,1,1,1,1,0.1,1,0,0,0,0,0
FRA,DF,30,1986,36.9,18,0.49,15,2,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA,MF,26,1991,13.4,56,4.17,29,19,1,3,4,0,5,0.37,1,3,0,1,0,0
FRA,DF,28,1989,11.6,25,2.15,17,7,0,0,1,0,3,0.26,3,0,0,0,0,0
CMR,DF,20,1997,16.9,13,0.77,9,2,0,1,0,1,2,0.12,1,0,0,1,0,0
FRA,FW,31,1985,35.7,84,2.36,57,1,6,5,14,1,12,0.34,9,0,0,1,2,0
FRA,DF,31,1986,12.6,29,2.3,23,3,1,0,2,0,0,0.0,0,0,0,0,0,0
COD,DF,23,1994,26.9,42,1.56,38,3,1,0,0,0,4,0.15,4,0,0,0,0,0
FRA,DF,33,1983,29.0,8,0.28,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
SWE,GK,27,1990,38.0,5,0.13,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0
RSA,MF,22,1994,11.5,19,1.66,15,0,0,2,0,2,3,0.26,1,0,0,2,0,0
FRA,MF,28,1988,21.6,39,1.81,31,3,1,0,2,2,5,0.23,5,0,0,0,0,0
FRA,MF,19,1997,19.9,43,2.16,32,1,5,3,2,0,4,0.2,2,0,0,1,1,0
FRA,"FW,MF",21,1996,17.6,48,2.72,35,0,3,3,6,1,5,0.28,4,0,0,0,1,0
FRA,FW,19,1997,21.4,66,3.08,39,0,12,6,9,0,8,0.37,3,0,1,2,2,0
SEN,MF,31,1986,15.4,20,1.3,11,0,2,4,2,1,0,0.0,0,0,0,0,0,0
FRA,"FW,MF",26,1991,18.3,74,4.04,46,14,6,2,6,0,9,0.49,5,1,1,0,2,0
POR,DF,22,1995,19.1,34,1.78,27,5,1,0,1,0,2,0.1,2,0,0,0,0,0
FRA,FW,28,1989,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"FW,MF",36,1981,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"FW,MF",26,1991,16.9,69,4.08,40,6,7,9,6,1,7,0.41,5,0,1,1,0,0
COD,"FW,MF",25,1992,6.4,14,2.2,6,1,0,4,3,0,1,0.16,0,0,0,1,0,0
FRA,MF,34,1983,18.0,37,2.06,28,5,0,2,2,0,2,0.11,1,0,0,1,0,0
FRA,DF,25,1992,13.2,4,0.3,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
NED,"FW,MF",22,1995,18.3,49,2.68,29,10,4,4,2,0,7,0.38,5,1,0,1,0,0
FRA,MF,18,1999,5.7,12,2.11,10,0,2,0,0,0,1,0.18,0,0,1,0,0,0
GNB,DF,23,1994,35.0,21,0.6,18,3,0,0,0,0,1,0.03,1,0,0,0,0,0
ARG,FW,20,1997,12.2,20,1.64,16,1,2,1,0,0,1,0.08,1,0,0,0,0,0
FRA,"MF,FW",22,1995,3.4,18,5.29,7,8,3,0,0,0,0,0.0,0,0,0,0,0,0
SEN,DF,20,1997,22.8,22,0.96,18,2,1,0,1,0,1,0.04,1,0,0,0,0,0
MAR,"DF,MF",19,1997,9.5,10,1.06,7,0,2,1,0,0,0,0.0,0,0,0,0,0,0
BFA,GK,20,1996,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"MF,DF",24,1993,26.7,27,1.01,21,0,0,2,4,0,0,0.0,0,0,0,0,0,0
MAR,"MF,DF",18,1999,1.8,9,5.0,4,1,3,0,1,0,2,1.11,1,0,1,0,0,0
PAR,DF,24,1993,30.9,27,0.87,24,3,0,0,0,0,3,0.1,3,0,0,0,0,0
CIV,DF,20,1997,10.5,7,0.67,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0
MAR,DF,26,1991,20.2,53,2.63,41,0,5,2,4,1,7,0.35,6,0,0,0,1,0
RSA,FW,21,1996,13.2,30,2.28,23,0,1,1,4,1,1,0.08,1,0,0,0,0,0
BRA,"FW,MF",21,1996,22.4,55,2.45,37,2,9,5,2,0,8,0.36,6,0,1,0,1,0
FRA,GK,22,1995,33.7,5,0.15,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
CIV,"FW,MF",22,1995,31.6,99,3.14,69,2,12,3,13,0,9,0.29,6,0,2,0,1,0
FRA,"FW,MF",26,1991,3.2,6,1.89,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
MLI,"DF,MF",20,1996,2.2,9,4.05,9,0,0,0,0,0,1,0.45,1,0,0,0,0,0
BRA,"MF,DF",20,1997,27.4,50,1.83,44,0,1,2,0,3,3,0.11,3,0,0,0,0,0
BRA,MF,25,1992,25.5,90,3.53,69,5,6,3,6,1,10,0.39,6,1,2,1,0,0
POR,MF,22,1994,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ALG,"MF,FW",22,1994,25.4,120,4.72,79,19,9,2,7,4,14,0.55,10,0,4,0,0,0
MLI,"MF,DF",20,1996,17.3,46,2.65,32,2,6,6,0,0,4,0.23,2,0,1,1,0,0
ALG,"FW,MF",17,2000,0.9,3,3.29,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
POR,GK,26,1990,34.0,9,0.26,5,4,0,0,0,0,2,0.06,0,2,0,0,0,0
BFA,FW,21,1995,25.4,93,3.66,59,0,13,14,7,0,14,0.55,9,0,1,1,3,0
LUX,MF,20,1997,0.8,2,2.61,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,FW,26,1991,0.1,1,18.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA,DF,22,1995,23.6,68,2.88,50,0,8,5,5,0,15,0.64,10,0,1,3,1,0
BRA,DF,28,1989,14.4,32,2.23,26,2,1,0,2,1,5,0.35,5,0,0,0,0,0
ALG,"MF,FW",19,1998,27.0,97,3.59,71,0,9,5,8,4,15,0.55,12,0,1,1,0,1
FRA,MF,25,1992,7.1,26,3.66,22,1,2,0,0,1,4,0.56,4,0,0,0,0,0
MAD,DF,33,1984,32.4,13,0.4,11,2,0,0,0,0,1,0.03,1,0,0,0,0,0
NED,DF,21,1995,17.9,30,1.68,27,1,0,0,2,0,5,0.28,4,0,0,0,1,0
FRA,MF,20,1997,34.8,46,1.32,38,0,3,3,0,2,7,0.2,7,0,0,0,0,0
FRA,DF,28,1989,1.4,2,1.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BRA,DF,30,1987,34.5,24,0.7,19,2,0,2,0,1,3,0.09,3,0,0,0,0,0
DOM,FW,23,1993,27.9,67,2.41,43,1,9,10,2,2,11,0.39,6,0,3,1,1,0
FRA,GK,26,1990,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CIV,FW,20,1996,14.1,48,3.4,33,4,2,5,4,0,7,0.5,6,0,1,0,0,0
NED,FW,23,1994,28.4,143,5.04,74,31,15,12,8,3,18,0.63,9,3,1,2,1,2
GUI,DF,20,1996,8.1,1,0.12,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
COM,"FW,MF",18,1999,3.7,20,5.44,15,0,3,2,0,0,2,0.54,1,0,0,1,0,0
FRA,"MF,FW",24,1993,27.5,150,5.45,69,26,20,9,21,5,26,0.94,14,2,5,1,3,1
SEN,MF,19,1997,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BRA,DF,27,1990,20.1,48,2.38,34,3,7,2,1,1,4,0.2,4,0,0,0,0,0
ESP,MF,23,1993,2.3,3,1.29,1,0,0,0,0,2,0,0.0,0,0,0,0,0,0
FRA,MF,20,1996,26.1,109,4.17,77,0,15,0,11,6,12,0.46,9,0,1,0,1,1
FRA,"FW,MF",15,2001,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,DF,31,1985,32.8,29,0.88,26,1,1,1,0,0,7,0.21,5,1,1,0,0,0
CMR,MF,21,1995,27.1,73,2.69,50,0,6,6,8,3,5,0.18,4,0,0,1,0,0
TUN,DF,27,1989,5.5,2,0.36,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"DF,MF",17,1999,5.1,3,0.59,2,0,1,0,0,0,2,0.4,1,0,1,0,0,0
SEN,"DF,FW",25,1992,19.9,67,3.37,46,10,3,5,2,1,6,0.3,4,0,1,0,1,0
CMR,FW,23,1993,9.7,30,3.09,19,1,8,1,0,1,8,0.82,4,0,4,0,0,0
FRA,"MF,FW",30,1987,26.1,209,8.01,119,56,14,4,14,2,24,0.92,14,4,2,0,3,1
BRA,DF,22,1994,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,FW,24,1993,32.8,195,5.95,120,11,36,14,13,1,27,0.82,14,1,4,5,2,1
FRA,"DF,MF",27,1989,3.9,5,1.29,2,0,1,1,1,0,0,0.0,0,0,0,0,0,0
CMR,"DF,FW",33,1984,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
JPN,DF,27,1990,28.0,42,1.5,34,7,1,0,0,0,2,0.07,2,0,0,0,0,0
FRA,DF,23,1994,24.4,53,2.18,35,4,7,5,2,0,8,0.33,6,1,0,1,0,0
GRE,FW,29,1988,9.7,26,2.67,19,1,1,5,0,0,4,0.41,3,0,0,1,0,0
ARG,FW,23,1994,22.6,71,3.14,44,1,10,7,7,2,9,0.4,7,0,0,2,0,0
BRA,"MF,DF",30,1987,33.5,62,1.85,50,0,3,4,2,3,9,0.27,6,0,0,2,0,1
FRA,"MF,FW",19,1997,15.3,72,4.71,62,6,1,1,2,0,3,0.2,3,0,0,0,0,0
FRA,MF,22,1994,24.1,80,3.32,58,1,6,8,7,0,9,0.37,6,0,2,1,0,0
FRA,DF,36,1981,3.9,4,1.03,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0
POR,DF,31,1985,27.9,15,0.54,12,0,1,2,0,0,3,0.11,3,0,0,0,0,0
FRA,"FW,MF",27,1990,0.7,2,2.81,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA,GK,32,1985,30.0,5,0.17,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SVK,DF,31,1985,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,FW,27,1990,24.1,57,2.37,43,0,0,12,2,0,10,0.42,6,0,0,3,1,0
FRA,GK,34,1982,8.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
TUR,FW,18,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GAM,FW,18,1998,1.4,4,2.79,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
CMR,DF,33,1984,11.7,14,1.2,9,3,1,0,0,1,0,0.0,0,0,0,0,0,0
ARG,FW,22,1994,1.4,8,5.63,2,2,2,1,1,0,0,0.0,0,0,0,0,0,0
POR,MF,24,1993,7.6,9,1.19,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
LUX,"MF,DF",23,1994,9.4,16,1.7,13,0,0,1,1,1,1,0.11,1,0,0,0,0,0
BIH,"MF,FW",31,1986,7.9,39,4.93,21,13,0,1,3,1,6,0.76,3,1,0,0,1,1
FRA,DF,18,1998,1.6,1,0.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
JPN,GK,34,1983,28.5,3,0.11,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,FW,27,1990,22.3,49,2.2,39,0,3,5,2,0,4,0.18,3,0,0,1,0,0
SEN,"DF,MF",27,1989,24.9,24,0.97,19,1,0,1,1,2,4,0.16,3,0,0,1,0,0
ALG,"MF,FW",24,1993,2.0,4,2.01,2,1,0,1,0,0,1,0.5,0,1,0,0,0,0
FRA,"MF,FW",25,1991,15.7,48,3.06,26,9,6,3,4,0,5,0.32,3,0,1,1,0,0
FRA,FW,20,1996,0.9,1,1.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CMR,"MF,DF",28,1988,10.8,12,1.12,7,0,0,1,1,3,1,0.09,1,0,0,0,0,0
ARG,MF,24,1993,18.4,23,1.25,19,0,1,1,1,1,1,0.05,1,0,0,0,0,0
SEN,"FW,MF",22,1995,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SEN,"FW,MF",18,1999,9.4,32,3.39,16,0,6,5,4,1,3,0.32,2,0,1,0,0,0
ALB,DF,25,1992,21.7,38,1.75,30,3,2,0,3,0,3,0.14,3,0,0,0,0,0
MTQ,DF,28,1989,22.9,37,1.61,21,8,5,0,2,1,0,0.0,0,0,0,0,0,0
FRA,DF,30,1986,12.5,18,1.44,16,1,0,1,0,0,1,0.08,1,0,0,0,0,0
SEN,DF,20,1997,0.9,2,2.14,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA,FW,19,1998,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
TOG,"FW,MF",29,1988,27.9,134,4.81,83,28,15,3,4,1,14,0.5,10,2,1,0,0,1
FRA,DF,21,1996,3.9,3,0.76,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
SRB,DF,33,1983,7.9,8,1.01,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0
SEN,DF,21,1996,34.5,16,0.46,13,1,0,0,1,1,1,0.03,1,0,0,0,0,0
FRA,DF,19,1998,3.5,6,1.72,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"FW,MF",29,1988,31.5,57,1.81,39,0,3,9,4,2,5,0.16,4,0,0,0,0,1
SEN,"FW,MF",23,1994,11.4,39,3.44,19,0,10,1,5,4,0,0.0,0,0,0,0,0,0
FRA,GK,23,1994,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,MF,32,1984,36.6,102,2.78,82,4,8,3,0,5,7,0.19,7,0,0,0,0,0
GUI,DF,25,1992,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,GK,21,1995,9.0,2,0.22,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
LUX,DF,20,1997,11.7,3,0.26,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
LUX,MF,17,2000,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"FW,MF",33,1984,3.1,10,3.27,6,3,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA,FW,21,1996,9.4,16,1.69,9,0,2,0,4,1,4,0.42,3,0,0,0,1,0
MLI,"MF,FW",22,1995,2.1,9,4.29,7,0,1,0,1,0,0,0.0,0,0,0,0,0,0
FRA,MF,20,1997,0.2,2,11.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
MLI,DF,21,1996,13.9,32,2.31,27,2,3,0,0,0,9,0.65,7,0,2,0,0,0
ITA,DF,33,1984,17.9,6,0.34,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
CRO,GK,32,1984,32.7,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SUI,GK,33,1983,2.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,DF,25,1992,23.9,67,2.8,55,2,2,3,3,2,8,0.33,8,0,0,0,0,0
BRA,MF,23,1993,34.0,92,2.71,67,0,10,1,9,5,18,0.53,11,0,4,0,2,1
BRA,"FW,MF",21,1996,0.9,3,3.29,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
POR,MF,20,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ARG,FW,26,1991,4.7,8,1.69,4,0,1,1,2,0,2,0.42,1,0,0,0,1,0
BRA,DF,24,1992,31.7,9,0.28,6,1,0,2,0,0,1,0.03,0,0,0,1,0,0
ESP,MF,18,1999,0.3,1,2.9,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
BRA,DF,21,1996,21.3,33,1.55,20,3,1,0,6,3,4,0.19,1,0,0,0,3,0
POR,MF,30,1986,31.1,101,3.24,68,29,1,1,2,0,13,0.42,7,6,0,0,0,0
FRA,DF,19,1998,3.1,8,2.57,5,1,0,1,0,1,0,0.0,0,0,0,0,0,0
POL,DF,29,1988,36.0,15,0.42,9,1,1,3,1,0,5,0.14,3,0,0,2,0,0
SEN,"FW,MF",22,1995,16.4,42,2.57,25,0,11,3,3,0,10,0.61,5,0,4,1,0,0
FRA,"FW,MF",18,1998,0.8,3,3.65,2,0,0,0,1,0,1,1.22,1,0,0,0,0,0
FRA,"MF,DF",21,1996,8.0,6,0.75,6,0,0,0,0,0,1,0.12,1,0,0,0,0,0
MLI,FW,17,1999,3.4,8,2.37,5,0,1,1,1,0,0,0.0,0,0,0,0,0,0
ITA,FW,16,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ALG,"FW,MF",25,1992,11.2,47,4.2,26,5,8,3,5,0,9,0.81,7,0,1,1,0,0
COL,FW,31,1986,23.7,46,1.94,28,0,5,7,6,0,9,0.38,4,0,2,3,0,0
POR,"FW,MF",21,1995,28.1,82,2.91,54,1,9,9,7,2,13,0.46,7,0,1,3,2,0
SEN,GK,21,1995,2.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,MF,23,1994,1.1,1,0.94,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
MNE,FW,27,1989,8.4,28,3.35,16,0,2,5,3,2,6,0.72,3,0,0,3,0,0
NED,DF,23,1994,2.9,4,1.4,4,0,0,0,0,0,2,0.7,2,0,0,0,0,0
FRA,"MF,FW",21,1995,26.4,107,4.05,56,30,10,4,7,0,16,0.61,7,3,4,0,2,0
BEL,MF,20,1997,17.4,58,3.33,38,3,6,5,5,1,7,0.4,4,0,1,2,0,0
CMR,DF,26,1991,2.2,5,2.24,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,GK,26,1991,38.0,3,0.08,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
CHA,"FW,MF",24,1993,14.3,34,2.38,27,0,4,3,0,0,3,0.21,3,0,0,0,0,0
FRA,DF,32,1985,29.3,19,0.65,16,1,0,1,0,1,1,0.03,1,0,0,0,0,0
TUN,MF,22,1995,33.9,86,2.54,72,1,4,4,2,3,3,0.09,3,0,0,0,0,0
URU,MF,27,1990,9.0,8,0.89,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
CIV,FW,28,1989,24.4,54,2.22,43,1,5,2,3,0,6,0.25,5,0,0,1,0,0
BEL,"FW,MF",21,1996,23.3,69,2.96,38,16,4,7,2,2,3,0.13,1,0,1,1,0,0
FRA,"MF,FW",19,1998,11.1,38,3.43,22,3,9,1,3,0,2,0.18,2,0,0,0,0,0
FRA,MF,20,1996,17.1,79,4.61,36,23,6,6,7,1,7,0.41,5,1,1,0,0,0
MTQ,DF,19,1997,1.0,1,1.01,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,DF,24,1993,20.9,64,3.06,40,5,14,1,4,0,9,0.43,6,0,1,1,1,0
RSA,"MF,FW",24,1993,9.8,55,5.62,27,17,5,4,1,1,3,0.31,3,0,0,0,0,0
FRA,"FW,MF",29,1988,3.0,12,3.99,12,0,0,0,0,0,2,0.66,2,0,0,0,0,0
CGO,DF,20,1997,1.9,2,1.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"DF,MF",18,1999,6.4,13,2.02,8,1,1,0,2,1,1,0.16,1,0,0,0,0,0
FRA,DF,19,1997,31.0,70,2.26,57,5,2,1,2,3,2,0.06,2,0,0,0,0,0
FRA,MF,28,1989,34.0,89,2.62,72,2,3,1,10,1,6,0.18,5,0,1,0,0,0
POR,DF,26,1990,31.7,18,0.57,9,1,2,2,3,1,2,0.06,1,0,0,1,0,0
FRA,DF,24,1993,27.3,72,2.64,55,5,5,2,5,0,7,0.26,6,0,0,1,0,0
SEN,FW,34,1982,10.4,23,2.22,17,0,0,3,3,0,3,0.29,3,0,0,0,0,0
BEN,"MF,FW",33,1984,10.9,34,3.11,22,6,2,1,3,0,3,0.27,2,1,0,0,0,0
BRA,DF,39,1977,27.0,22,0.81,18,2,0,2,0,0,2,0.07,2,0,0,0,0,0
GUI,MF,23,1994,31.2,80,2.56,55,0,7,4,13,1,8,0.26,7,0,0,0,1,0
FRA,"MF,FW",23,1993,28.6,89,3.11,70,1,4,8,6,0,8,0.28,4,0,0,3,1,0
SWE,"MF,FW",25,1991,3.5,8,2.28,7,0,0,1,0,0,1,0.28,1,0,0,0,0,0
BRA,MF,25,1992,16.9,41,2.43,28,0,4,3,4,2,4,0.24,1,0,1,1,1,0
,DF,23,1993,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NGA,DF,20,1997,16.8,13,0.77,10,0,1,1,1,0,1,0.06,1,0,0,0,0,0
