nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
FRA,MF,21,2002,8,426,53,13.9,4.7,6,65,2,2,18,1,0.75,5,9,-4,-0.85,-0.78,6.5,6.8,-0.3,-0.06,0.02
ZIM,"FW,MF",27,1996,11,296,27,9.7,3.3,2,55,0,9,21,4,1.18,4,9,-5,-1.52,-1.49,5.5,8.4,-2.9,-0.87,-0.88
FRA,FW,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
MAR,"MF,FW",26,1997,28,1821,65,59.5,20.2,21,78,7,7,27,0,1.54,30,20,10,0.49,0.42,29.1,21.5,7.5,0.37,-0.5
MAR,MF,23,2000,21,1209,58,39.5,13.4,15,75,4,6,13,6,1.38,22,16,6,0.45,0.2,18.6,13.8,4.8,0.35,-0.36
CIV,DF,21,2001,16,638,40,20.8,7.1,6,77,4,10,18,9,1.31,6,9,-3,-0.42,-0.94,9.6,8.3,1.4,0.19,-0.48
MAR,"MF,FW",19,2003,5,113,23,3.7,1.3,1,89,0,4,6,12,1.6,1,1,0,0.0,-0.34,1.6,1.6,-0.1,-0.07,-0.67
FRA,DF,21,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
COD,DF,28,1994,25,2207,88,72.1,24.5,25,88,23,0,,1,1.68,41,25,16,0.65,1.18,40.5,24.4,16.2,0.66,0.31
FRA,MF,15,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,
ENG,"MF,DF",18,2005,3,109,36,3.6,1.2,1,66,0,2,22,19,1.67,3,2,1,0.83,0.52,2.6,0.6,2.0,1.63,1.1
CMR,FW,23,2000,13,547,42,17.9,6.1,5,70,1,8,25,1,1.15,10,9,1,0.16,-0.19,10.6,7.5,3.0,0.5,-0.09
CMR,"MF,DF",19,2004,5,177,35,5.8,2.0,2,53,0,3,24,8,2.2,3,1,2,1.02,0.74,4.6,1.3,3.4,1.71,1.21
CTA,MF,30,1993,26,1463,56,47.8,16.3,15,81,9,11,22,0,1.5,26,19,7,0.43,0.21,25.1,14.8,10.3,0.63,0.12
SEN,"FW,MF",23,2000,30,1618,54,52.9,18.0,19,70,2,11,27,0,1.4,26,23,3,0.17,-0.33,27.0,19.8,7.2,0.4,-0.36
SEN,"FW,MF",25,1998,23,1447,63,47.3,16.1,15,82,7,8,26,2,1.78,26,11,15,0.93,1.16,26.1,13.1,13.0,0.81,0.45
POR,FW,19,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
CMR,MF,23,2000,13,566,44,18.5,6.3,5,88,2,8,16,1,1.77,10,10,0,0.0,-0.4,8.3,7.2,1.0,0.17,-0.5
BEL,GK,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
ARG,"FW,MF",28,1994,12,430,36,14.1,4.8,6,62,0,6,10,11,0.75,6,8,-2,-0.42,-0.86,6.8,4.6,2.1,0.45,-0.15
FRA,DF,30,1992,27,2068,77,67.6,23.0,25,81,16,2,22,1,1.37,31,25,6,0.26,-0.19,35.3,22.7,12.6,0.55,-0.07
FRA,MF,30,1993,29,2183,75,71.3,24.3,24,86,18,5,24,0,1.48,37,34,3,0.12,-0.7,42.7,27.8,14.9,0.61,0.14
FRA,FW,17,2006,1,4,4,0.1,0.0,0,,0,1,4,1,1.0,1,0,1,22.5,22.21,0.2,0.0,0.2,4.03,3.46
ARG,DF,24,1999,27,2271,84,74.2,25.2,26,87,21,1,21,3,1.44,39,30,9,0.36,0.13,39.4,25.8,13.6,0.54,-0.14
BRA,"FW,DF",21,2001,15,784,52,25.6,8.7,8,85,5,7,15,2,1.27,14,12,2,0.23,-0.13,12.6,10.5,2.1,0.24,-0.45
FRA,MF,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
FRA,MF,24,1999,2,19,10,0.6,0.2,0,,0,2,10,1,3.0,0,0,0,0.0,-0.33,1.2,0.2,1.0,4.52,3.97
PAN,DF,27,1996,16,997,62,32.6,11.1,10,86,8,6,24,3,1.75,20,12,8,0.72,0.59,19.8,10.0,9.8,0.89,0.47
BEL,MF,19,2003,1,1,1,0.0,0.0,0,,0,1,1,11,1.0,0,1,-1,-90.0,-90.35,0.0,0.3,-0.3,-25.32,-25.9
SEN,"MF,DF",24,1999,15,765,51,25.0,8.5,9,72,2,6,19,1,1.93,12,11,1,0.12,-0.27,13.7,9.7,4.0,0.47,-0.13
ESP,GK,28,1994,33,2939,89,96.0,32.7,33,89,32,0,,0,1.52,52,39,13,0.4,1.89,53.4,33.3,20.1,0.62,1.08
GAB,FW,34,1989,34,2622,77,85.7,29.1,30,84,20,4,24,0,1.47,47,37,10,0.34,0.14,50.6,30.5,20.1,0.69,0.81
FRA,DF,21,2002,10,703,70,23.0,7.8,8,81,4,2,27,2,1.3,12,13,-1,-0.13,-0.59,11.7,11.2,0.5,0.07,-0.66
COM,"DF,MF",18,2004,1,25,25,0.8,0.3,0,,0,1,25,2,1.0,1,1,0,0.0,-0.33,0.2,0.2,0.1,0.19,-0.39
BRA,DF,25,1998,14,1235,88,40.4,13.7,14,88,12,0,,1,1.64,19,14,5,0.36,0.07,22.6,12.5,10.1,0.74,0.28
SUI,DF,19,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
ESP,GK,28,1995,2,121,61,4.0,1.3,1,90,1,1,31,30,0.0,0,2,-2,-1.49,-1.89,1.5,2.1,-0.6,-0.46,-1.08
FRA,DF,29,1993,21,1726,82,56.4,19.2,20,84,15,1,40,2,1.57,32,26,6,0.31,-0.02,32.4,21.2,11.3,0.59,0.03
CMR,GK,20,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
FRA,MF,28,1995,2,18,9,0.6,0.2,0,,0,2,9,5,2.0,0,1,-1,-5.0,-5.36,0.5,0.9,-0.5,-2.34,-2.93
FRA,DF,20,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
FRA,DF,28,1995,0,,,,,0,,0,0,,7,,,,,,,,,,,
SUI,DF,27,1996,13,906,70,29.6,10.1,10,85,8,3,20,3,1.46,15,14,1,0.1,-0.32,16.2,12.2,4.0,0.39,-0.25
FRA,MF,28,1994,10,851,85,27.8,9.5,10,85,8,0,,0,1.3,11,12,-1,-0.11,-0.59,15.3,7.8,7.5,0.79,0.3
POR,FW,23,2000,18,923,51,30.2,10.3,10,79,4,8,17,1,1.61,17,10,7,0.68,0.51,20.6,9.6,10.9,1.07,0.71
COM,DF,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
GAM,"MF,FW",24,1998,17,918,54,30.0,10.2,10,75,1,7,24,4,0.53,13,20,-7,-0.69,-0.01,10.7,16.9,-6.1,-0.6,-0.01
SEN,"MF,DF",23,2000,6,197,33,6.4,2.2,2,70,0,4,15,11,1.17,1,9,-8,-3.65,-3.18,2.7,4.8,-2.1,-0.96,-0.39
FRA,DF,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
ALG,GK,35,1988,34,2987,88,97.6,33.2,34,88,33,0,,0,0.85,34,57,-23,-0.69,-0.69,33.5,53.2,-19.7,-0.59,0.15
FRA,"MF,FW",20,2003,21,924,44,30.2,10.3,10,78,5,11,13,7,0.62,14,22,-8,-0.78,-0.15,13.3,18.0,-4.7,-0.46,0.2
GHA,"FW,MF",26,1997,12,278,23,9.1,3.1,1,80,0,11,18,4,0.5,1,4,-3,-0.97,-0.32,3.0,4.8,-1.8,-0.57,0.04
SEN,"FW,MF",24,1999,29,1379,48,45.1,15.3,17,71,0,12,14,2,0.66,13,24,-11,-0.72,-0.08,13.0,24.6,-11.6,-0.76,-0.29
MTQ,DF,30,1992,19,1617,85,52.8,18.0,18,87,15,1,45,5,0.84,14,26,-12,-0.67,0.02,16.3,25.7,-9.3,-0.52,0.17
HAI,MF,23,2000,33,2682,81,87.6,29.8,30,88,21,3,14,0,0.88,29,49,-20,-0.67,0.04,29.4,46.3,-16.9,-0.57,0.24
CMR,"FW,MF",26,1996,9,550,61,18.0,6.1,7,75,2,2,13,3,0.78,7,11,-4,-0.65,0.03,8.8,10.9,-2.1,-0.35,0.3
GNB,DF,25,1998,25,1849,74,60.4,20.5,20,89,18,5,13,8,1.0,25,40,-15,-0.73,-0.14,22.1,37.1,-15.0,-0.73,-0.34
GEO,FW,22,2000,20,1747,87,57.1,19.4,20,87,12,0,,0,0.85,22,37,-15,-0.77,-0.22,21.4,33.9,-12.5,-0.64,-0.1
FRA,GK,22,2001,1,73,73,2.4,0.8,0,,0,1,73,33,1.0,1,1,0,0.0,0.69,0.7,1.3,-0.6,-0.75,-0.15
CIV,"MF,FW",27,1996,7,147,21,4.8,1.6,1,61,0,6,14,5,1.57,0,3,-3,-1.84,-1.22,0.3,2.3,-2.0,-1.2,-0.63
SEN,"MF,FW",18,2005,9,128,14,4.2,1.4,0,,0,9,14,9,0.44,3,3,0,0.0,0.71,1.8,3.1,-1.4,-0.95,-0.37
CIV,DF,36,1986,26,2220,85,72.5,24.7,25,89,23,1,6,2,0.73,27,45,-18,-0.73,-0.19,24.0,41.3,-17.3,-0.7,-0.38
SWE,"FW,MF",24,1999,20,848,42,27.7,9.4,10,64,0,10,20,4,0.6,6,13,-7,-0.74,-0.09,8.7,12.4,-3.7,-0.39,0.28
FRA,"MF,DF",18,2004,13,751,58,24.5,8.3,7,84,5,6,27,10,0.92,5,13,-8,-0.96,-0.37,6.3,16.7,-10.4,-1.24,-0.85
CIV,DF,25,1998,13,860,66,28.1,9.6,10,78,6,3,27,16,0.85,13,21,-8,-0.84,-0.22,11.1,16.1,-5.0,-0.53,0.1
FRA,MF,27,1996,23,1604,70,52.4,17.8,18,85,13,5,15,2,0.83,18,29,-11,-0.62,0.12,14.7,27.2,-12.5,-0.7,-0.22
ALG,"FW,MF",27,1996,29,1913,66,62.5,21.3,21,82,7,8,25,1,0.83,21,33,-12,-0.56,0.3,22.4,30.4,-8.0,-0.38,0.59
SEN,MF,19,2004,31,2255,73,73.7,25.1,26,81,12,5,30,1,0.84,31,42,-11,-0.44,0.9,26.2,42.1,-16.0,-0.64,-0.15
SEN,"MF,FW",19,2004,5,153,31,5.0,1.7,1,89,0,4,16,9,0.8,2,6,-4,-2.35,-1.76,1.3,3.8,-2.5,-1.45,-0.89
FRA,DF,27,1996,30,2700,90,88.2,30.0,30,90,30,0,,0,0.93,29,46,-17,-0.57,0.93,31.6,45.1,-13.5,-0.45,1.25
FRA,DF,31,1991,22,1832,83,59.9,20.4,22,83,18,0,,4,0.95,21,30,-9,-0.44,0.58,18.3,30.4,-12.2,-0.6,0.0
CIV,"MF,FW",20,2003,6,110,18,3.6,1.2,1,87,0,5,5,8,0.5,0,3,-3,-2.45,-1.84,0.9,2.6,-1.7,-1.35,-0.78
COL,FW,26,1996,6,260,43,8.5,2.9,4,58,0,2,15,0,0.5,2,2,0,0.0,0.74,1.5,3.6,-2.1,-0.72,-0.13
SEN,FW,19,2004,16,889,56,29.1,9.9,9,78,2,7,26,8,0.81,13,16,-3,-0.3,0.53,11.6,13.4,-1.7,-0.17,0.6
SEN,DF,19,2004,14,846,60,27.6,9.4,9,85,8,5,16,8,1.0,9,16,-7,-0.74,-0.09,11.2,15.0,-3.8,-0.41,0.27
FRA,FW,24,1999,14,767,55,25.1,8.5,9,74,2,5,20,2,1.07,8,13,-5,-0.59,0.12,8.4,12.2,-3.8,-0.45,0.2
MAR,"DF,MF",25,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA,"FW,MF",25,1998,2,124,62,4.1,1.4,2,62,0,0,,0,0.5,1,3,-2,-1.45,-0.81,0.5,3.4,-2.8,-2.05,-1.51
RUS,"MF,FW",27,1996,25,2147,86,70.2,23.9,25,86,16,0,,0,1.96,47,31,16,0.67,-0.32,36.5,30.3,6.1,0.26,-0.27
FRA,DF,19,2004,1,8,8,0.3,0.1,0,,0,1,8,5,0.0,0,1,-1,-11.25,-12.05,0.1,0.6,-0.6,-5.86,-6.22
FRA,FW,20,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
SUI,FW,26,1997,5,182,36,5.9,2.0,2,54,0,3,25,2,2.4,4,2,2,0.99,0.24,3.9,2.8,1.0,0.52,0.19
BRA,DF,26,1997,9,623,69,20.4,6.9,7,88,4,2,3,2,2.22,19,7,12,1.73,1.22,12.7,6.1,6.6,0.95,0.77
FRA,DF,21,2002,6,298,50,9.7,3.3,3,83,2,3,17,13,2.17,8,6,2,0.6,-0.18,5.8,4.7,1.1,0.33,-0.01
SUI,"MF,DF",26,1996,25,2137,85,69.8,23.7,24,88,18,1,17,0,1.76,41,32,9,0.38,-1.28,34.7,31.2,3.6,0.15,-0.62
FRA,"MF,DF",18,2004,10,163,16,5.3,1.8,0,,0,10,16,17,2.5,4,4,0,0.0,-0.81,2.9,5.6,-2.7,-1.52,-1.96
MAR,"MF,FW",18,2005,13,428,33,14.0,4.8,4,67,0,9,18,3,1.92,11,2,9,1.89,1.31,6.9,4.9,2.0,0.43,0.1
BEL,MF,21,2002,6,102,17,3.3,1.1,0,,0,6,17,6,2.17,2,3,-1,-0.88,-1.7,1.9,2.2,-0.3,-0.27,-0.62
USA,FW,22,2001,29,1692,58,55.3,18.8,19,77,5,10,23,0,2.0,37,26,11,0.59,-0.4,31.1,26.7,4.5,0.24,-0.23
FRA,MF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
CHI,DF,29,1994,23,1767,77,57.7,19.6,21,84,19,2,1,3,1.91,39,26,13,0.66,-0.24,30.1,26.7,3.4,0.17,-0.39
SEN,DF,23,1999,22,1466,67,47.9,16.3,16,86,10,6,16,2,1.95,31,24,7,0.43,-0.64,24.9,21.3,3.7,0.23,-0.22
FRA,"DF,FW",18,2004,14,636,45,20.8,7.1,7,73,2,7,18,10,1.57,10,7,3,0.42,-0.43,11.3,10.3,1.0,0.15,-0.24
GER,"FW,MF",31,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
SEN,"DF,FW",24,1999,26,1206,46,39.4,13.4,12,84,9,14,15,1,2.15,30,16,14,1.04,0.46,22.6,16.5,6.1,0.45,0.19
FRA,FW,18,2005,1,7,7,0.2,0.1,0,,0,1,7,8,3.0,0,0,0,0.0,-0.77,0.0,0.1,-0.1,-1.73,-2.07
FRA,"MF,FW",21,2002,28,1613,58,52.7,17.9,18,78,3,10,20,3,1.93,32,17,15,0.84,0.15,32.4,20.9,11.5,0.64,0.64
FRA,FW,19,2004,0,,,,,0,,0,0,,10,,,,,,,,,,,
FRA,MF,19,2004,5,118,24,3.9,1.3,1,45,0,4,18,11,2.4,4,2,2,1.53,0.79,2.4,1.7,0.8,0.59,0.27
FRA,MF,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
MLI,MF,23,2000,20,1035,52,33.8,11.5,14,71,2,6,7,4,2.3,27,12,15,1.3,0.82,20.7,11.8,8.9,0.78,0.66
GHA,DF,24,1999,12,1035,86,33.8,11.5,11,90,11,1,45,5,1.92,23,13,10,0.87,0.16,17.0,16.6,0.4,0.03,-0.46
NED,FW,22,2001,9,85,9,2.8,0.9,0,,0,9,9,5,1.78,2,1,1,1.06,0.3,2.4,1.2,1.2,1.26,0.95
ALG,FW,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
SUI,GK,25,1998,22,1980,90,64.7,22.0,22,90,22,0,,12,1.73,41,32,9,0.41,-1.01,31.4,26.8,4.6,0.21,-0.37
POL,GK,23,1999,12,1080,90,35.3,12.0,12,90,12,0,,22,2.42,27,10,17,1.42,1.01,23.6,16.7,6.9,0.57,0.37
FRA,DF,18,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,
FRA,"DF,MF",30,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA,MF,17,2006,1,45,45,1.5,0.5,0,,0,1,45,2,3.0,1,0,1,2.0,1.25,0.1,0.4,-0.3,-0.68,-1.04
FRA,"DF,MF",19,2003,21,1346,64,44.0,15.0,15,87,12,6,8,10,2.1,33,23,10,0.67,-0.17,23.6,17.7,5.9,0.39,0.1
JPN,MF,28,1995,30,2117,71,69.2,23.5,25,81,9,5,17,0,2.0,45,27,18,0.77,0.0,40.1,28.9,11.2,0.47,0.44
GER,DF,26,1996,15,1323,88,43.2,14.7,15,88,14,0,,0,1.87,30,18,12,0.82,0.09,26.7,20.7,6.0,0.41,0.13
BRA,DF,22,2001,20,1641,82,53.6,18.2,20,82,11,0,,5,2.0,39,25,14,0.77,0.01,29.3,22.8,6.5,0.35,0.04
CIV,DF,22,2000,25,2187,87,71.5,24.3,24,90,23,1,28,0,2.12,47,26,21,0.86,0.35,39.6,28.4,11.2,0.46,0.43
FRA,FW,32,1990,32,2316,72,75.7,25.7,26,85,14,6,17,1,2.0,56,32,24,0.93,0.69,42.3,32.1,10.2,0.4,0.25
FRA,GK,20,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
FRA,MF,24,1999,32,2697,84,88.1,30.0,31,87,24,1,13,0,2.0,56,33,23,0.77,0.02,47.4,36.7,10.7,0.36,0.15
NGA,FW,23,2000,32,2252,70,73.6,25.0,27,80,10,5,21,1,1.22,29,32,-3,-0.12,0.1,32.6,35.3,-2.7,-0.11,0.13
FRA,"FW,MF",25,1998,20,1246,62,40.7,13.8,15,76,4,5,20,0,1.25,23,21,2,0.14,0.49,22.3,18.9,3.4,0.24,0.65
FRA,"DF,FW",18,2005,3,132,44,4.3,1.5,1,90,1,2,21,2,0.33,0,2,-2,-1.36,-1.27,0.7,3.6,-3.0,-2.04,-1.98
SUI,"DF,MF",21,2002,28,2312,83,75.6,25.7,26,88,24,2,17,2,1.32,28,28,0,0.0,0.6,32.0,37.9,-5.9,-0.23,-0.35
BIH,GK,21,2001,0,,,,,0,,0,0,,10,,,,,,,,,,,
FRA,GK,32,1991,30,2700,90,88.2,30.0,30,90,30,0,,0,1.27,37,37,0,0.0,1.25,41.4,40.5,0.8,0.03,1.44
MLI,DF,26,1997,23,1928,84,63.0,21.4,22,88,19,1,2,1,1.3,32,36,-4,-0.19,-0.11,32.7,29.0,3.8,0.18,0.86
SEN,DF,24,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
FRA,DF,30,1993,20,1233,62,40.3,13.7,13,87,11,7,15,8,1.4,18,18,0,0.0,0.25,16.1,22.2,-6.2,-0.45,-0.52
COD,GK,25,1998,4,360,90,11.8,4.0,4,90,4,0,,25,1.0,6,11,-5,-1.25,-1.25,4.7,10.3,-5.6,-1.41,-1.44
FRA,FW,20,2003,1,14,14,0.5,0.2,0,,0,1,14,0,1.0,0,1,-1,-6.43,-6.31,0.6,0.2,0.4,2.56,2.72
CMR,DF,20,2002,17,1125,66,36.8,12.5,11,86,8,6,30,14,1.41,16,18,-2,-0.16,-0.02,18.3,17.2,1.1,0.09,0.36
MLI,DF,28,1995,19,1382,73,45.2,15.4,15,86,13,4,22,6,1.0,17,24,-7,-0.46,-0.56,21.6,20.4,1.2,0.08,0.4
GUI,"DF,FW",29,1994,19,1455,77,47.5,16.2,17,85,14,2,7,1,1.26,25,24,1,0.06,0.4,22.5,23.3,-0.8,-0.05,0.18
FRA,MF,31,1992,30,2031,68,66.4,22.6,23,80,10,7,26,0,1.23,33,33,0,0.0,0.44,32.0,29.7,2.2,0.1,0.72
FRA,MF,21,2001,31,2587,83,84.5,28.7,30,84,22,1,57,0,1.23,35,38,-3,-0.1,0.28,37.2,44.5,-7.4,-0.26,-0.74
FRA,FW,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA,FW,23,2000,13,276,21,9.0,3.1,0,,0,13,21,3,1.08,2,4,-2,-0.65,-0.56,3.8,6.3,-2.5,-0.8,-0.73
FRA,"FW,MF",19,2004,23,1025,45,33.5,11.4,11,67,0,12,24,7,0.91,7,19,-12,-1.05,-1.36,13.4,18.4,-5.0,-0.44,-0.44
FRA,"DF,MF",19,2004,13,978,75,32.0,10.9,12,81,6,1,5,9,1.23,13,14,-1,-0.09,0.08,14.8,17.9,-3.1,-0.28,-0.21
FRA,MF,23,2000,21,499,24,16.3,5.5,3,72,1,18,16,6,1.18,9,12,-3,-0.54,-0.47,7.9,10.3,-2.4,-0.44,-0.35
FRA,DF,33,1990,1,7,7,0.2,0.1,0,,0,1,7,5,3.0,1,0,1,12.86,13.03,0.5,0.2,0.3,4.03,4.18
FRA,DF,21,2002,12,995,83,32.5,11.1,12,83,9,0,,5,1.17,8,12,-4,-0.36,-0.32,12.5,14.9,-2.4,-0.2,-0.1
MLI,DF,24,1999,13,1054,81,34.4,11.7,12,88,9,1,1,1,1.46,18,17,1,0.09,0.35,17.3,21.9,-4.6,-0.4,-0.39
JOR,FW,26,1997,27,1928,71,63.0,21.4,24,78,8,3,23,0,1.41,27,29,-2,-0.09,0.15,27.7,28.3,-0.6,-0.03,0.31
MAR,FW,17,2005,2,88,44,2.9,1.0,1,58,0,1,30,2,0.5,1,3,-2,-2.05,-1.95,1.2,3.9,-2.7,-2.81,-2.75
FRA,"MF,FW",21,2002,9,130,14,4.2,1.4,0,,0,9,14,18,0.89,1,0,1,0.69,0.88,2.9,2.4,0.5,0.33,0.49
SUI,"DF,FW",25,1997,11,711,65,23.2,7.9,9,76,5,2,13,5,1.55,13,10,3,0.38,0.69,9.4,16.5,-7.2,-0.91,-1.0
FRA,"FW,MF",22,2001,16,623,39,20.4,6.9,7,61,1,9,22,2,1.44,11,14,-3,-0.43,-0.36,11.9,12.6,-0.7,-0.09,0.06
FRA,DF,24,1998,6,346,58,11.3,3.8,3,79,1,3,37,7,0.5,1,6,-5,-1.3,-1.3,3.8,3.9,-0.2,-0.04,0.11
FRA,MF,31,1991,32,2765,86,90.4,30.7,32,86,19,0,,0,1.28,38,42,-4,-0.13,0.17,42.0,41.7,0.3,0.01,1.57
FRA,DF,19,2004,0,,,,,0,,0,0,,8,,,,,,,,,,,
TUN,FW,32,1991,25,1131,45,37.0,12.6,13,69,1,12,20,0,1.08,17,18,-1,-0.08,0.11,18.4,19.3,-0.9,-0.07,0.11
FRA,MF,16,2006,1,13,13,0.4,0.1,0,,0,1,13,6,0.0,0,0,0,0.0,0.15,0.1,0.1,-0.1,-0.45,-0.31
FRA,"FW,MF",25,1998,12,284,24,9.3,3.2,1,60,0,11,20,2,1.33,7,5,2,0.63,0.86,4.1,6.2,-2.0,-0.65,-0.56
FRA,"FW,MF",29,1994,23,611,27,20.0,6.8,1,59,0,22,25,9,0.7,8,17,-9,-1.33,-0.74,10.0,16.0,-6.1,-0.89,-0.54
COM,FW,20,2003,1,10,10,0.3,0.1,0,,0,1,10,5,1.0,0,0,0,0.0,0.74,0.0,0.2,-0.2,-1.66,-1.21
BRA,"MF,FW",22,2000,8,238,30,7.8,2.6,2,61,0,6,20,0,1.0,2,6,-4,-1.51,-0.84,3.3,5.4,-2.1,-0.79,-0.37
FRA,GK,24,1999,28,2496,89,81.6,27.7,28,89,27,0,,1,0.89,20,43,-23,-0.83,-0.51,30.3,40.3,-10.0,-0.36,0.51
FRA,DF,17,2006,1,8,8,0.3,0.1,1,8,0,0,,3,1.0,0,1,-1,-11.25,-10.54,0.1,0.8,-0.7,-7.85,-7.41
CIV,"FW,MF",20,2002,14,504,36,16.5,5.6,4,67,0,10,24,1,0.79,5,12,-7,-1.25,-0.62,6.5,9.4,-2.9,-0.51,-0.07
FRA,FW,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
SRB,GK,35,1988,1,24,24,0.8,0.3,0,,0,1,24,15,0.0,0,1,-1,-3.75,-3.04,0.2,0.1,0.0,0.16,0.62
BRA,MF,26,1997,25,1772,71,57.9,19.7,22,78,9,3,16,0,1.0,19,27,-8,-0.41,0.78,20.5,30.1,-9.7,-0.49,-0.08
FRA,DF,18,2005,1,10,10,0.3,0.1,0,,0,1,10,2,3.0,0,1,-1,-9.0,-8.29,0.0,0.3,-0.3,-2.92,-2.47
SUI,DF,25,1998,25,1995,80,65.2,22.2,23,84,18,2,27,3,1.04,21,32,-11,-0.5,0.69,26.2,31.9,-5.8,-0.26,0.56
FRA,DF,27,1996,3,94,31,3.1,1.0,1,45,0,2,25,0,0.0,0,1,-1,-0.96,-0.23,0.9,1.7,-0.8,-0.73,-0.28
FRA,"MF,FW",31,1991,29,2083,72,68.1,23.1,24,82,11,5,25,2,0.9,20,34,-14,-0.6,0.41,25.1,32.0,-6.9,-0.3,0.49
FRA,GK,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA,"MF,FW",20,2003,2,11,6,0.4,0.1,0,,0,2,6,5,2.0,0,1,-1,-8.18,-7.47,0.0,0.3,-0.3,-2.65,-2.2
CMR,"FW,MF",24,1999,6,184,31,6.0,2.0,2,47,0,4,23,1,1.0,0,2,-2,-0.98,-0.26,3.3,3.0,0.3,0.17,0.66
ALG,DF,20,2003,8,112,14,3.7,1.2,0,,0,8,14,5,0.63,0,5,-5,-4.02,-3.41,2.5,2.9,-0.3,-0.26,0.2
CMR,DF,28,1995,28,2464,88,80.5,27.4,28,88,26,0,,0,1.04,25,45,-20,-0.73,0.02,29.4,45.7,-16.2,-0.59,-0.71
HAI,DF,26,1997,19,1348,71,44.1,15.0,15,86,9,4,15,8,1.42,14,17,-3,-0.2,0.96,15.7,20.1,-4.4,-0.29,0.29
CIV,DF,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA,DF,25,1998,12,798,67,26.1,8.9,11,72,6,1,11,0,0.75,6,17,-11,-1.24,-0.68,9.2,14.6,-5.3,-0.6,-0.2
SEN,MF,22,2000,1,1,1,0.0,0.0,0,,0,1,1,8,3.0,0,0,0,0.0,0.74,0.0,0.0,0.0,0.0,0.46
FRA,FW,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA,"DF,FW",27,1996,28,1481,53,48.4,16.5,18,72,2,10,19,4,1.04,17,25,-8,-0.49,0.48,18.4,24.5,-6.1,-0.37,0.16
BRA,"FW,MF",20,2003,7,154,22,5.0,1.7,1,57,0,6,16,4,1.0,3,4,-1,-0.58,0.16,3.8,4.3,-0.6,-0.33,0.13
FRA,MF,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
FRA,FW,20,2003,22,1044,47,34.1,11.6,12,72,1,10,18,5,0.95,11,17,-6,-0.52,0.33,14.9,15.5,-0.6,-0.05,0.61
FRA,MF,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
NGA,"FW,MF",28,1995,22,1788,81,58.4,19.9,21,84,15,1,17,0,0.95,21,31,-10,-0.5,0.56,22.5,30.7,-8.2,-0.41,0.1
EGY,FW,25,1997,29,2002,69,65.4,22.2,24,75,5,5,39,0,0.9,21,33,-12,-0.54,0.57,20.6,34.5,-13.9,-0.63,-0.49
FRA,MF,33,1989,26,1821,70,59.5,20.2,21,84,13,5,13,6,1.0,14,32,-18,-0.89,-0.38,19.9,28.9,-9.0,-0.45,0.02
FRA,DF,18,2005,13,1022,79,33.4,11.4,11,88,10,2,26,10,0.77,6,21,-15,-1.32,-0.88,10.1,16.2,-6.1,-0.54,-0.13
FRA,DF,24,1999,13,895,69,29.2,9.9,10,86,7,3,13,1,0.85,6,21,-15,-1.51,-1.09,9.7,16.5,-6.8,-0.69,-0.33
FRA,DF,35,1987,23,1589,69,51.9,17.7,17,84,15,6,27,11,0.96,12,30,-18,-1.02,-0.59,18.3,27.4,-9.1,-0.51,-0.12
