nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
POL,"FW,MF",21,2002,5.3,14,5,12,2,0,3,6,50.0,3,3,0,3,2,16,5,0
DEN,"DF,MF",26,1997,27.2,62,39,33,18,11,41,64,64.1,23,43,5,38,29,91,65,0
DEN,FW,24,1999,29.5,13,10,4,6,3,7,17,41.2,10,13,4,9,3,16,21,0
GER,FW,32,1991,6.8,2,1,0,1,1,0,2,0.0,2,9,0,9,3,5,6,0
USA,"FW,MF",20,2003,15.9,42,21,22,13,7,20,34,58.8,14,27,2,25,23,65,26,0
GER,"DF,MF",22,2000,3.2,8,6,4,3,1,2,5,40.0,3,8,1,7,1,9,12,0
BEL,GK,31,1992,25.0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,16,5
GER,MF,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
CRO,"MF,FW",25,1998,23.4,39,18,17,22,0,12,31,38.7,19,20,1,19,12,51,13,0
GER,FW,24,1998,0.5,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0
SWE,MF,24,1999,19.1,37,17,8,19,10,12,38,31.6,26,25,5,20,21,58,28,0
FRA,DF,23,2000,26.2,48,29,28,18,2,29,41,70.7,12,35,12,23,24,72,121,0
GER,MF,29,1994,27.8,51,31,15,27,9,28,57,49.1,29,23,4,19,24,75,60,0
GER,DF,24,1999,19.4,34,24,21,11,2,14,21,66.7,7,29,17,12,26,60,94,0
FRA,DF,24,1999,3.1,8,6,4,4,0,2,7,28.6,5,3,0,3,4,12,6,0
AUT,"FW,MF",22,2001,6.5,14,5,5,5,4,8,18,44.4,10,14,0,14,3,17,7,0
AUT,GK,35,1987,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
GER,"DF,MF",25,1998,22.4,37,20,24,7,6,21,46,45.7,25,27,1,26,21,58,45,1
BRA,DF,25,1998,10.1,14,6,7,5,2,10,14,71.4,4,16,5,11,5,19,23,1
BEL,DF,24,1999,15.9,26,12,19,7,0,13,19,68.4,6,21,12,9,18,44,81,0
POR,"FW,MF",21,2002,11.5,5,2,3,0,2,1,6,16.7,5,13,0,13,3,8,9,0
CZE,"FW,MF",25,1997,10.2,8,3,3,4,1,2,14,14.3,12,13,0,13,8,16,6,0
GER,"MF,DF",29,1994,18.1,31,20,16,12,3,9,32,28.1,23,15,2,13,7,38,35,0
FRA,"DF,MF",32,1984,6.9,,9,,,,,,,,,,,16,,,
ITA,MF,21,1995,7.8,,13,,,,,,,,,,,11,,,
ITA,FW,26,1990,4.9,,4,,,,,,,,,,,0,,,
SRB,FW,24,1992,1.0,,1,,,,,,,,,,,1,,,
ITA,DF,17,1999,1.7,,3,,,,,,,,,,,6,,,
ITA,"DF,MF",22,1994,29.6,,52,,,,,,,,,,,70,,,
ITA,DF,30,1986,32.5,,38,,,,,,,,,,,91,,,
ITA,FW,21,1995,29.0,,9,,,,,,,,,,,3,,,
FRA,"FW,MF",28,1987,1.2,,2,,,,,,,,,,,1,,,
SEN,"DF,MF",31,1985,7.1,,16,,,,,,,,,,,13,,,
ECU,MF,19,1997,0.3,,2,,,,,,,,,,,0,,,
ITA,"DF,MF",21,1995,7.4,,14,,,,,,,,,,,4,,,
CHI,MF,29,1987,1.1,,3,,,,,,,,,,,3,,,
ITA,"DF,MF",35,1981,3.1,,2,,,,,,,,,,,11,,,
BIH,DF,29,1987,15.4,,21,,,,,,,,,,,50,,,
ALB,GK,27,1989,26.0,,2,,,,,,,,,,,2,,,
ITA,MF,17,1999,0.5,,2,,,,,,,,,,,1,,,
CIV,"DF,MF",19,1996,24.7,,28,,,,,,,,,,,35,,,
ITA,"DF,MF",35,1981,0.1,,1,,,,,,,,,,,0,,,
ITA,DF,35,1981,0.5,,1,,,,,,,,,,,0,,,
NED,"DF,MF",22,1994,3.2,,3,,,,,,,,,,,5,,,
SVN,MF,27,1989,30.4,,32,,,,,,,,,,,28,,,
ITA,"DF,MF",23,1993,27.7,,27,,,,,,,,,,,33,,,
ITA,"DF,FW",25,1991,8.5,,10,,,,,,,,,,,8,,,
ITA,GK,24,1992,8.0,,0,,,,,,,,,,,0,,,
ITA,DF,22,1994,29.5,,36,,,,,,,,,,,90,,,
CHI,FW,32,1984,1.7,,1,,,,,,,,,,,0,,,
ARG,"FW,MF",28,1988,34.7,,19,,,,,,,,,,,27,,,
ITA,GK,21,1995,4.0,,0,,,,,,,,,,,0,,,
ITA,DF,25,1990,30.2,,69,,,,,,,,,,,108,,,
SUI,MF,24,1992,29.0,,55,,,,,,,,,,,62,,,
ITA,MF,22,1994,8.6,,16,,,,,,,,,,,19,,,
MAR,DF,22,1994,27.0,,53,,,,,,,,,,,61,,,
ITA,DF,22,1994,1.0,,1,,,,,,,,,,,1,,,
BRA,GK,32,1983,17.1,,0,,,,,,,,,,,1,,,
FRA,"FW,MF",28,1987,3.2,,2,,,,,,,,,,,1,,,
ITA,GK,33,1983,20.9,,1,,,,,,,,,,,0,,,
ITA,DF,32,1983,0.3,,0,,,,,,,,,,,3,,,
SUI,MF,30,1986,28.7,,49,,,,,,,,,,,40,,,
CRO,FW,21,1994,5.9,,7,,,,,,,,,,,8,,,
ITA,DF,33,1983,21.3,,34,,,,,,,,,,,59,,,
ITA,DF,33,1982,26.4,,52,,,,,,,,,,,88,,,
SWE,DF,21,1994,18.4,,24,,,,,,,,,,,33,,,
CHI,"DF,MF",22,1994,17.7,,42,,,,,,,,,,,46,,,
ITA,"FW,MF",22,1994,12.1,,11,,,,,,,,,,,7,,,
ITA,MF,24,1992,12.4,,23,,,,,,,,,,,34,,,
SWE,"DF,MF",23,1993,9.3,,11,,,,,,,,,,,14,,,
GHA,MF,20,1996,9.8,,8,,,,,,,,,,,15,,,
SEN,"DF,MF",21,1994,11.9,,24,,,,,,,,,,,26,,,
CZE,"DF,FW",24,1992,30.8,,22,,,,,,,,,,,23,,,
ITA,MF,24,1992,5.1,,8,,,,,,,,,,,6,,,
GRE,DF,23,1992,13.9,,13,,,,,,,,,,,37,,,
ITA,FW,25,1991,27.4,,17,,,,,,,,,,,5,,,
NGA,FW,18,1998,2.8,,7,,,,,,,,,,,2,,,
ALG,MF,24,1992,21.1,,40,,,,,,,,,,,12,,,
ITA,FW,34,1981,2.7,,5,,,,,,,,,,,1,,,
ITA,"FW,MF",24,1992,23.5,,29,,,,,,,,,,,16,,,
NGA,FW,19,1997,2.6,,3,,,,,,,,,,,1,,,
GRE,"DF,MF",31,1985,21.5,,25,,,,,,,,,,,37,,,
HUN,MF,21,1995,20.0,,23,,,,,,,,,,,28,,,
ITA,MF,20,1995,2.7,,1,,,,,,,,,,,4,,,
MDA,MF,25,1990,14.5,,25,,,,,,,,,,,20,,,
POL,"DF,MF",25,1991,9.3,,7,,,,,,,,,,,26,,,
POR,DF,34,1981,36.0,,21,,,,,,,,,,,70,,,
ITA,MF,29,1987,13.2,,26,,,,,,,,,,,17,,,
ITA,"FW,MF",28,1988,15.9,,24,,,,,,,,,,,25,,,
BRA,FW,26,1990,13.0,,11,,,,,,,,,,,12,,,
ITA,DF,30,1986,28.3,,53,,,,,,,,,,,68,,,
ITA,FW,29,1987,5.2,,6,,,,,,,,,,,4,,,
ITA,MF,18,1997,0.1,,0,,,,,,,,,,,0,,,
BRA,GK,23,1992,3.0,,0,,,,,,,,,,,1,,,
ITA,MF,33,1983,3.9,,5,,,,,,,,,,,10,,,
PRK,FW,17,1998,0.7,,2,,,,,,,,,,,0,,,
ITA,"FW,MF",24,1992,16.1,,18,,,,,,,,,,,11,,,
ITA,"DF,MF",22,1993,3.5,,5,,,,,,,,,,,10,,,
ITA,DF,26,1989,18.8,,25,,,,,,,,,,,42,,,
ITA,GK,18,1998,1.0,,0,,,,,,,,,,,0,,,
ITA,FW,34,1982,28.8,,12,,,,,,,,,,,11,,,
ITA,DF,24,1991,8.6,,13,,,,,,,,,,,11,,,
ITA,"FW,MF",28,1987,25.8,,25,,,,,,,,,,,17,,,
ITA,GK,39,1977,14.0,,2,,,,,,,,,,,1,,,
CRO,"DF,MF",23,1993,0.1,,0,,,,,,,,,,,0,,,
CHI,"DF,MF",28,1988,31.9,,63,,,,,,,,,,,39,,,
ITA,FW,25,1991,2.8,,1,,,,,,,,,,,0,,,
ITA,DF,21,1994,24.1,,42,,,,,,,,,,,43,,,
ITA,MF,19,1997,21.2,,46,,,,,,,,,,,28,,,
GRE,MF,25,1991,23.8,,74,,,,,,,,,,,62,,,
ITA,"DF,MF",23,1993,3.9,,15,,,,,,,,,,,7,,,
BRA,GK,34,1982,20.0,,1,,,,,,,,,,,1,,,
ITA,MF,16,2000,0.1,,1,,,,,,,,,,,0,,,
ITA,GK,40,1975,0.9,,0,,,,,,,,,,,0,,,
BEL,DF,19,1997,1.5,,1,,,,,,,,,,,2,,,
ITA,"DF,MF",32,1984,24.2,,31,,,,,,,,,,,31,,,
COL,"FW,MF",26,1990,0.4,,0,,,,,,,,,,,1,,,
ITA,DF,34,1981,18.5,,13,,,,,,,,,,,33,,,
ITA,GK,26,1990,4.0,,0,,,,,,,,,,,0,,,
ITA,FW,33,1983,6.1,,8,,,,,,,,,,,2,,,
SVN,DF,34,1982,16.0,,14,,,,,,,,,,,25,,,
ITA,DF,37,1979,24.3,,27,,,,,,,,,,,76,,,
ITA,"FW,MF",15,2000,0.4,,0,,,,,,,,,,,1,,,
ITA,"DF,MF",19,1997,5.0,,13,,,,,,,,,,,16,,,
ITA,DF,29,1986,27.9,,33,,,,,,,,,,,44,,,
ITA,"DF,MF",21,1995,0.6,,3,,,,,,,,,,,2,,,
ITA,DF,37,1979,0.1,,0,,,,,,,,,,,0,,,
SRB,"DF,MF",27,1988,32.2,,54,,,,,,,,,,,46,,,
NED,MF,28,1987,15.2,,8,,,,,,,,,,,8,,,
GAM,FW,22,1994,0.2,,1,,,,,,,,,,,0,,,
ARG,MF,27,1989,30.7,,57,,,,,,,,,,,72,,,
ARG,MF,33,1983,13.0,,30,,,,,,,,,,,15,,,
ITA,"DF,MF",35,1980,28.9,,34,,,,,,,,,,,42,,,
ITA,MF,25,1990,5.6,,10,,,,,,,,,,,2,,,
FRA,DF,32,1984,13.1,,14,,,,,,,,,,,23,,,
ARG,DF,33,1983,17.7,,16,,,,,,,,,,,38,,,
FIN,MF,29,1986,20.8,,39,,,,,,,,,,,32,,,
ITA,FW,30,1985,19.7,,19,,,,,,,,,,,12,,,
ITA,FW,24,1991,21.8,,19,,,,,,,,,,,2,,,
COD,MF,19,1996,8.9,,9,,,,,,,,,,,11,,,
TOG,"FW,MF",29,1987,2.8,,1,,,,,,,,,,,1,,,
ITA,FW,37,1979,19.2,,6,,,,,,,,,,,5,,,
MAR,MF,18,1997,0.8,,3,,,,,,,,,,,1,,,
ITA,GK,37,1979,34.0,,1,,,,,,,,,,,0,,,
SVN,"FW,MF",29,1986,30.7,,31,,,,,,,,,,,27,,,
ITA,"FW,MF",20,1996,0.3,,0,,,,,,,,,,,0,,,
ROU,MF,25,1991,17.4,,16,,,,,,,,,,,29,,,
ITA,"DF,MF",29,1987,28.4,,43,,,,,,,,,,,60,,,
BUL,MF,26,1990,8.3,,6,,,,,,,,,,,5,,,
ITA,GK,33,1983,36.0,,1,,,,,,,,,,,3,,,
ITA,MF,22,1993,22.9,,39,,,,,,,,,,,36,,,
ITA,FW,26,1990,9.1,,18,,,,,,,,,,,15,,,
SVN,MF,20,1995,0.3,,0,,,,,,,,,,,0,,,
ITA,MF,25,1991,5.6,,5,,,,,,,,,,,6,,,
ITA,"DF,MF",23,1992,25.8,,33,,,,,,,,,,,55,,,
BRA,DF,31,1984,7.8,,8,,,,,,,,,,,16,,,
ITA,"FW,MF",25,1991,34.7,,23,,,,,,,,,,,18,,,
ALG,"DF,MF",31,1984,7.6,,10,,,,,,,,,,,9,,,
FRA,MF,22,1993,0.3,,0,,,,,,,,,,,1,,,
ITA,DF,24,1992,34.4,,48,,,,,,,,,,,91,,,
ITA,DF,24,1992,37.0,,46,,,,,,,,,,,74,,,
,,,,0.0,,,,,,,,,,,,,,,,
ITA,DF,18,1998,0.0,,0,,,,,,,,,,,0,,,
ITA,MF,21,1995,18.2,,40,,,,,,,,,,,36,,,
ITA,MF,23,1993,28.2,,61,,,,,,,,,,,49,,,
ITA,FW,23,1992,20.8,,25,,,,,,,,,,,11,,,
ITA,GK,24,1992,2.0,,0,,,,,,,,,,,0,,,
SWE,MF,25,1991,27.2,,49,,,,,,,,,,,39,,,
ITA,"DF,MF",23,1992,13.4,,21,,,,,,,,,,,33,,,
GHA,"FW,MF",24,1991,4.2,,3,,,,,,,,,,,5,,,
ITA,"DF,MF",21,1995,0.1,,0,,,,,,,,,,,0,,,
BEL,DF,24,1992,5.2,,12,,,,,,,,,,,15,,,
ITA,FW,30,1985,0.1,,0,,,,,,,,,,,0,,,
ITA,MF,33,1983,0.1,,1,,,,,,,,,,,0,,,
ITA,"FW,MF",32,1984,15.9,,22,,,,,,,,,,,10,,,
NGA,FW,24,1992,6.4,,3,,,,,,,,,,,4,,,
BIH,FW,19,1996,0.1,,0,,,,,,,,,,,0,,,
ITA,FW,34,1982,6.7,,1,,,,,,,,,,,2,,,
ITA,GK,26,1989,3.0,,0,,,,,,,,,,,0,,,
ITA,"DF,MF",30,1986,23.1,,16,,,,,,,,,,,45,,,
COL,"FW,MF",19,1996,9.2,,28,,,,,,,,,,,9,,,
AUT,FW,18,1998,0.0,,0,,,,,,,,,,,0,,,
SEN,MF,18,1997,26.8,,37,,,,,,,,,,,62,,,
ITA,MF,33,1982,32.5,,55,,,,,,,,,,,41,,,
ITA,DF,22,1993,9.0,,3,,,,,,,,,,,13,,,
ITA,"DF,MF",18,1997,7.2,,11,,,,,,,,,,,11,,,
ALB,DF,23,1992,13.1,,12,,,,,,,,,,,20,,,
ITA,DF,26,1989,33.0,,33,,,,,,,,,,,68,,,
ITA,FW,26,1989,10.5,,12,,,,,,,,,,,2,,,
ITA,MF,20,1996,9.7,,23,,,,,,,,,,,13,,,
GEO,"FW,MF",26,1990,10.5,,7,,,,,,,,,,,2,,,
SEN,"FW,MF",23,1992,9.7,,8,,,,,,,,,,,2,,,
ITA,"DF,MF",34,1982,31.2,,38,,,,,,,,,,,38,,,
ITA,"FW,MF",25,1991,25.6,,28,,,,,,,,,,,24,,,
LIE,MF,25,1991,9.1,,10,,,,,,,,,,,16,,,
ITA,"DF,MF",30,1985,4.4,,4,,,,,,,,,,,15,,,
ITA,FW,36,1979,16.8,,9,,,,,,,,,,,3,,,
BRA,"FW,MF",20,1996,0.1,,,,,,,,,,,,,,,,
SVN,MF,22,1994,1.2,,2,,,,,,,,,,,0,,,
MAR,MF,25,1990,13.8,,17,,,,,,,,,,,9,,,
BIH,MF,22,1993,27.0,,62,,,,,,,,,,,53,,,
ITA,MF,25,1991,0.7,,0,,,,,,,,,,,1,,,
ITA,"FW,MF",24,1991,17.0,,14,,,,,,,,,,,12,,,
SRB,DF,23,1992,10.7,,6,,,,,,,,,,,23,,,
FRA,DF,27,1989,21.2,,35,,,,,,,,,,,42,,,
POL,GK,25,1991,35.0,,0,,,,,,,,,,,3,,,
POL,GK,18,1997,1.0,,0,,,,,,,,,,,0,,,
ESP,MF,31,1985,29.8,,27,,,,,,,,,,,23,,,
MEX,DF,22,1993,15.0,,20,,,,,,,,,,,33,,,
COL,"DF,MF",30,1986,24.0,,52,,,,,,,,,,,48,,,
ROU,GK,30,1986,34.4,,1,,,,,,,,,,,0,,,
ESP,"FW,MF",24,1991,23.0,,26,,,,,,,,,,,16,,,
ITA,DF,29,1987,33.0,,36,,,,,,,,,,,82,,,
ITA,"DF,FW",22,1994,25.5,,11,,,,,,,,,,,23,,,
ITA,"DF,FW",18,1997,16.6,,23,,,,,,,,,,,17,,,
ITA,FW,29,1987,0.1,,0,,,,,,,,,,,0,,,
ARG,DF,32,1984,24.5,,35,,,,,,,,,,,51,,,
CRO,"DF,FW",27,1989,13.9,,19,,,,,,,,,,,17,,,
ROU,"FW,MF",17,1998,0.6,,2,,,,,,,,,,,0,,,
SVN,"FW,MF",17,1998,0.2,,0,,,,,,,,,,,0,,,
SLV,"FW,MF",18,1998,0.2,,0,,,,,,,,,,,0,,,
SVN,"FW,MF",28,1988,20.8,,14,,,,,,,,,,,13,,,
IDN,DF,19,1996,0.1,,0,,,,,,,,,,,0,,,
SEN,FW,23,1993,14.7,,5,,,,,,,,,,,2,,,
ITA,GK,21,1995,0.6,,0,,,,,,,,,,,0,,,
ITA,GK,24,1992,2.0,,0,,,,,,,,,,,0,,,
ESP,"DF,MF",25,1990,2.0,,3,,,,,,,,,,,2,,,
URU,"FW,MF",24,1991,26.2,,45,,,,,,,,,,,30,,,
ARG,"FW,MF",29,1987,2.3,,2,,,,,,,,,,,1,,,
URU,DF,24,1992,12.4,,17,,,,,,,,,,,18,,,
CRO,MF,27,1989,27.9,,47,,,,,,,,,,,74,,,
SRB,DF,28,1987,20.2,,24,,,,,,,,,,,30,,,
CRO,FW,28,1988,27.6,,4,,,,,,,,,,,6,,,
ITA,"FW,MF",24,1991,4.7,,5,,,,,,,,,,,2,,,
FRA,DF,29,1987,6.0,,5,,,,,,,,,,,5,,,
URU,MF,22,1993,7.7,,11,,,,,,,,,,,11,,,
MAR,"FW,MF",27,1989,2.4,,2,,,,,,,,,,,1,,,
ITA,"DF,MF",21,1994,1.7,,2,,,,,,,,,,,2,,,
ITA,DF,24,1992,28.7,,44,,,,,,,,,,,77,,,
ITA,MF,21,1994,10.3,,10,,,,,,,,,,,9,,,
SRB,"DF,FW",25,1990,27.2,,36,,,,,,,,,,,34,,,
ITA,DF,22,1994,4.4,,4,,,,,,,,,,,7,,,
URU,"DF,MF",23,1993,34.8,,47,,,,,,,,,,,46,,,
BRA,"FW,MF",26,1989,10.0,,13,,,,,,,,,,,20,,,
ITA,GK,26,1989,20.9,,0,,,,,,,,,,,4,,,
ARG,DF,25,1990,26.1,,60,,,,,,,,,,,52,,,
ITA,DF,31,1984,0.1,,0,,,,,,,,,,,0,,,
ARG,FW,21,1995,29.0,,24,,,,,,,,,,,8,,,
MKD,"FW,MF",33,1983,9.5,,9,,,,,,,,,,,2,,,
GHA,MF,24,1991,11.1,,30,,,,,,,,,,,20,,,
ITA,"FW,MF",20,1995,1.0,,1,,,,,,,,,,,0,,,
ITA,FW,27,1988,6.5,,3,,,,,,,,,,,2,,,
ITA,MF,31,1984,26.1,,47,,,,,,,,,,,25,,,
ARG,"FW,MF",22,1994,9.3,,12,,,,,,,,,,,9,,,
ARG,DF,27,1989,8.6,,14,,,,,,,,,,,30,,,
ITA,GK,23,1992,15.1,,1,,,,,,,,,,,1,,,
CHI,FW,32,1984,6.1,,2,,,,,,,,,,,0,,,
POR,MF,30,1986,19.8,,27,,,,,,,,,,,39,,,
ARG,DF,35,1981,34.7,,29,,,,,,,,,,,68,,,
SRB,"FW,MF",21,1994,7.3,,11,,,,,,,,,,,5,,,
CMR,MF,20,1996,10.8,,21,,,,,,,,,,,8,,,
SWE,MF,24,1992,8.9,,9,,,,,,,,,,,7,,,
ITA,FW,15,2001,0.8,,0,,,,,,,,,,,2,,,
ITA,"FW,MF",32,1984,9.5,,10,,,,,,,,,,,4,,,
ITA,"DF,MF",23,1993,1.2,,1,,,,,,,,,,,2,,,
BRA,GK,33,1982,2.0,,0,,,,,,,,,,,0,,,
ARG,DF,31,1985,13.5,,15,,,,,,,,,,,18,,,
TOG,"FW,MF",29,1987,3.5,,2,,,,,,,,,,,3,,,
VEN,MF,28,1988,15.4,,24,,,,,,,,,,,21,,,
ITA,FW,17,1999,0.2,,1,,,,,,,,,,,1,,,
ITA,DF,28,1988,4.2,,7,,,,,,,,,,,7,,,
ITA,"DF,FW",29,1987,33.4,,24,,,,,,,,,,,21,,,
CIV,MF,19,1996,1.6,,2,,,,,,,,,,,4,,,
ARG,"DF,MF",29,1986,16.7,,31,,,,,,,,,,,34,,,
ITA,DF,27,1988,31.4,,61,,,,,,,,,,,66,,,
ITA,DF,25,1991,11.3,,19,,,,,,,,,,,35,,,
BRA,"DF,MF",33,1983,2.0,,4,,,,,,,,,,,4,,,
BRA,"FW,MF",19,1996,1.3,,1,,,,,,,,,,,1,,,
CHI,"DF,MF",28,1987,24.0,,41,,,,,,,,,,,41,,,
CTA,"DF,MF",23,1993,19.0,,48,,,,,,,,,,,38,,,
CRO,"DF,FW",27,1989,30.6,,40,,,,,,,,,,,36,,,
COL,DF,24,1992,23.1,,43,,,,,,,,,,,50,,,
FRA,"FW,MF",28,1988,0.0,,0,,,,,,,,,,,0,,,
POR,"FW,MF",23,1993,22.3,,25,,,,,,,,,,,31,,,
ARG,GK,32,1984,1.0,,0,,,,,,,,,,,0,,,
CRO,MF,23,1992,19.3,,33,,,,,,,,,,,26,,,
ITA,DF,30,1986,4.0,,3,,,,,,,,,,,3,,,
ARG,FW,23,1993,33.6,,7,,,,,,,,,,,5,,,
BRA,DF,31,1984,32.0,,56,,,,,,,,,,,74,,,
ITA,MF,22,1994,17.5,,35,,,,,,,,,,,35,,,
ARG,"FW,MF",34,1982,4.8,,9,,,,,,,,,,,3,,,
SVN,GK,32,1984,37.0,,2,,,,,,,,,,,3,,,
BEL,DF,19,1997,1.4,,5,,,,,,,,,,,4,,,
MNE,"FW,MF",26,1989,0.8,,0,,,,,,,,,,,1,,,
AUS,DF,24,1992,0.2,,1,,,,,,,,,,,1,,,
JPN,"DF,MF",29,1986,11.3,,24,,,,,,,,,,,22,,,
ITA,FW,29,1986,16.5,,19,,,,,,,,,,,9,,,
ARG,MF,28,1988,17.3,,30,,,,,,,,,,,15,,,
BRA,"DF,MF",25,1991,25.7,,44,,,,,,,,,,,56,,,
ITA,DF,35,1981,17.0,,15,,,,,,,,,,,32,,,
ITA,MF,30,1986,13.9,,12,,,,,,,,,,,38,,,
BRA,"DF,MF",33,1983,15.1,,31,,,,,,,,,,,31,,,
ITA,DF,22,1994,12.0,,13,,,,,,,,,,,22,,,
IDN,GK,19,1997,1.0,,0,,,,,,,,,,,0,,,
ITA,GK,38,1978,29.5,,1,,,,,,,,,,,1,,,
ITA,DF,31,1984,18.2,,25,,,,,,,,,,,38,,,
ARG,"FW,MF",28,1987,33.0,,17,,,,,,,,,,,8,,,
BRA,MF,31,1985,8.0,,12,,,,,,,,,,,13,,,
COL,"DF,FW",28,1988,23.3,,39,,,,,,,,,,,28,,,
GHA,"DF,MF",27,1988,16.4,,24,,,,,,,,,,,24,,,
ITA,DF,29,1987,26.8,,22,,,,,,,,,,,61,,,
GAB,"DF,MF",22,1993,10.1,,21,,,,,,,,,,,13,,,
CRO,"FW,MF",30,1986,27.6,,28,,,,,,,,,,,28,,,
CRO,"FW,MF",21,1995,5.1,,7,,,,,,,,,,,2,,,
MAR,DF,29,1987,13.1,,23,,,,,,,,,,,37,,,
BIH,MF,26,1990,24.1,,29,,,,,,,,,,,33,,,
ITA,FW,16,2000,0.2,,0,,,,,,,,,,,0,,,
BRA,GK,27,1989,7.5,,0,,,,,,,,,,,0,,,
FRA,DF,35,1981,2.8,,4,,,,,,,,,,,3,,,
ARG,"FW,MF",22,1993,23.8,,12,,,,,,,,,,,19,,,
ITA,MF,19,1997,0.1,,0,,,,,,,,,,,0,,,
GER,MF,29,1987,28.2,,26,,,,,,,,,,,32,,,
ITA,MF,23,1993,11.5,,27,,,,,,,,,,,9,,,
SUI,"DF,MF",32,1984,20.7,,20,,,,,,,,,,,19,,,
VEN,MF,28,1988,3.4,,5,,,,,,,,,,,10,,,
ITA,MF,19,1996,5.5,,18,,,,,,,,,,,10,,,
ITA,FW,19,1997,0.5,,2,,,,,,,,,,,0,,,
ANG,DF,25,1991,8.6,,20,,,,,,,,,,,10,,,
ITA,FW,26,1990,34.6,,12,,,,,,,,,,,7,,,
ITA,"FW,MF",20,1995,4.9,,8,,,,,,,,,,,2,,,
ITA,MF,21,1994,7.4,,9,,,,,,,,,,,8,,,
SRB,"DF,MF",31,1984,23.6,,27,,,,,,,,,,,31,,,
ITA,GK,33,1983,16.5,,0,,,,,,,,,,,0,,,
BRA,"FW,MF",23,1993,32.3,,79,,,,,,,,,,,53,,,
SRB,FW,28,1987,5.2,,8,,,,,,,,,,,2,,,
CRO,DF,20,1996,0.0,,0,,,,,,,,,,,0,,,
,,,,0.1,,,,,,,,,,,,,,,,
CRO,GK,29,1987,1.0,,0,,,,,,,,,,,0,,,
BEL,"DF,MF",22,1994,9.5,,16,,,,,,,,,,,10,,,
SEN,"FW,MF",21,1995,21.4,,11,,,,,,,,,,,5,,,
ITA,"DF,MF",20,1995,0.6,,0,,,,,,,,,,,1,,,
ARG,MF,30,1986,25.2,,69,,,,,,,,,,,56,,,
ESP,"FW,MF",23,1992,4.1,,2,,,,,,,,,,,5,,,
SEN,FW,20,1996,0.1,,0,,,,,,,,,,,0,,,
ITA,MF,31,1985,33.1,,73,,,,,,,,,,,62,,,
GER,MF,23,1992,0.2,,1,,,,,,,,,,,1,,,
ESP,DF,23,1993,11.3,,17,,,,,,,,,,,10,,,
NED,"FW,MF",21,1995,1.8,,0,,,,,,,,,,,3,,,
BIH,"DF,MF",30,1986,27.6,,58,,,,,,,,,,,51,,,
SRB,MF,21,1995,30.3,,54,,,,,,,,,,,39,,,
NED,DF,24,1992,25.2,,40,,,,,,,,,,,60,,,
ALB,GK,21,1995,20.5,,0,,,,,,,,,,,0,,,
BRA,DF,21,1994,19.4,,18,,,,,,,,,,,38,,,
NED,DF,22,1994,20.9,,23,,,,,,,,,,,30,,,
ROU,DF,29,1986,26.7,,26,,,,,,,,,,,44,,,
ITA,DF,21,1995,26.3,,22,,,,,,,,,,,40,,,
ITA,MF,25,1991,9.1,,10,,,,,,,,,,,5,,,
ITA,MF,26,1989,4.3,,9,,,,,,,,,,,10,,,
COL,FW,29,1986,23.5,,7,,,,,,,,,,,1,,,
COL,DF,29,1986,13.0,,15,,,,,,,,,,,20,,,
ITA,"DF,MF",19,1996,11.0,,27,,,,,,,,,,,21,,,
ITA,DF,30,1986,28.8,,39,,,,,,,,,,,44,,,
ESP,"FW,MF",22,1994,16.2,,13,,,,,,,,,,,11,,,
ITA,"FW,MF",26,1989,17.4,,15,,,,,,,,,,,22,,,
PER,FW,26,1990,14.0,,11,,,,,,,,,,,2,,,
ITA,GK,17,1999,38.0,,0,,,,,,,,,,,2,,,
PAR,DF,23,1993,12.1,,13,,,,,,,,,,,26,,,
ITA,"DF,MF",29,1986,21.4,,45,,,,,,,,,,,33,,,
ARG,MF,31,1985,13.7,,27,,,,,,,,,,,16,,,
SVK,MF,29,1987,23.1,,39,,,,,,,,,,,31,,,
JPN,"FW,MF",30,1986,2.5,,3,,,,,,,,,,,2,,,
ARG,"DF,MF",29,1987,10.5,,15,,,,,,,,,,,14,,,
ITA,"DF,MF",29,1987,3.4,,11,,,,,,,,,,,7,,,
ARG,"FW,MF",22,1994,6.0,,5,,,,,,,,,,,5,,,
BRA,"FW,MF",29,1987,1.4,,0,,,,,,,,,,,2,,,
SEN,"FW,MF",21,1994,12.4,,11,,,,,,,,,,,3,,,
ITA,MF,18,1998,18.8,,41,,,,,,,,,,,20,,,
CRO,"FW,MF",21,1995,19.5,,20,,,,,,,,,,,18,,,
ITA,"DF,MF",23,1992,23.2,,34,,,,,,,,,,,29,,,
CHI,MF,30,1986,7.2,,13,,,,,,,,,,,2,,,
ITA,FW,18,1998,0.1,,0,,,,,,,,,,,0,,,
ITA,MF,31,1985,8.6,,11,,,,,,,,,,,17,,,
