nation,pos,age,born,Playing Time,Playing Time,Playing Time,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
,,,,MP,Starts,Min,,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
ITA,GK,24,1994,38,38,3420,38.0,54,1.42,205,151,77.6,10,11,17,7,18.4,10,8,2,0,20.0
CRO,GK,20,1998,6,6,540,6.0,8,1.33,32,24,75.0,1,3,2,2,33.3,0,0,0,0,
ITA,GK,28,1990,2,1,90,1.0,7,7.0,12,5,41.7,0,0,1,0,0.0,0,0,0,0,
ITA,GK,39,1979,31,31,2790,31.0,60,1.94,167,107,65.3,1,11,19,5,16.1,4,2,2,0,50.0
POL,GK,20,1997,14,14,1260,14.0,24,1.71,96,71,78.1,5,2,7,3,21.4,4,3,1,0,25.0
ITA,GK,24,1994,16,16,1440,16.0,36,2.25,104,69,68.3,4,4,8,0,0.0,4,3,0,1,0.0
ITA,GK,28,1990,8,8,720,8.0,10,1.25,35,26,71.4,1,2,5,2,25.0,0,0,0,0,
FRA,GK,19,1999,34,34,3015,33.5,40,1.19,128,90,72.7,8,15,11,8,23.5,6,5,1,0,16.7
POL,GK,20,1997,3,2,225,2.5,2,0.8,8,6,75.0,0,1,1,1,50.0,0,0,0,0,
ITA,GK,28,1990,2,2,180,2.0,3,1.5,11,8,72.7,0,1,1,0,0.0,0,0,0,0,
ITA,GK,26,1992,3,3,270,3.0,5,1.67,12,7,58.3,0,1,2,1,33.3,0,0,0,0,
ITA,GK,26,1992,35,35,3150,35.0,64,1.83,201,138,70.6,5,9,21,8,22.9,5,5,0,0,0.0
ITA,GK,35,1983,4,4,360,4.0,10,2.5,18,9,44.4,2,0,2,1,25.0,0,0,0,0,
ROU,GK,21,1997,33,33,2970,33.0,46,1.39,149,102,72.5,6,14,13,6,18.2,6,5,1,0,16.7
BRA,GK,25,1993,1,1,90,1.0,1,1.0,3,2,66.7,0,0,1,0,0.0,0,0,0,0,
SVN,GK,34,1984,38,38,3420,38.0,33,0.87,127,97,76.4,20,9,9,17,44.7,5,3,0,2,0.0
ITA,GK,28,1990,1,1,90,1.0,2,2.0,3,1,33.3,0,0,1,0,0.0,0,0,0,0,
ITA,GK,25,1992,9,9,810,9.0,8,0.89,27,19,74.1,6,1,2,5,55.6,1,1,0,0,0.0
POL,GK,28,1990,28,28,2520,28.0,20,0.71,81,61,76.5,22,5,1,11,39.3,3,1,1,1,50.0
ITA,GK,22,1996,1,1,90,1.0,3,3.0,4,1,25.0,0,1,0,0,0.0,0,0,0,0,
BEL,GK,35,1983,2,2,180,2.0,4,2.0,13,9,69.2,1,0,1,0,0.0,0,0,0,0,
ALB,GK,23,1995,35,35,3150,35.0,39,1.11,132,95,74.2,16,7,12,10,28.6,6,5,1,0,16.7
ITA,GK,19,1999,36,36,3092,34.3,31,0.9,126,95,77.8,18,11,7,11,30.6,4,3,1,0,25.0
ESP,GK,35,1982,4,2,328,3.7,5,1.37,14,9,71.4,1,0,1,1,50.0,1,1,0,0,0.0
ITA,GK,21,1997,14,13,1150,12.8,9,0.7,48,39,85.4,9,1,3,5,38.5,2,2,0,0,0.0
COL,GK,29,1988,17,16,1457,16.2,20,1.24,62,42,69.4,9,4,3,5,31.3,1,1,0,0,0.0
GRE,GK,33,1985,9,9,810,9.0,7,0.78,27,20,77.8,6,2,1,4,44.4,1,1,0,0,0.0
ITA,GK,27,1991,37,37,3330,37.0,59,1.59,197,142,74.1,10,11,16,10,27.0,8,8,0,0,0.0
ITA,GK,32,1985,1,1,90,1.0,2,2.0,8,7,75.0,0,0,1,0,0.0,0,0,0,0,
ITA,GK,35,1983,11,11,990,11.0,6,0.55,38,31,84.2,6,4,1,6,54.5,1,0,1,0,100.0
SWE,GK,28,1990,27,27,2430,27.0,42,1.56,126,85,69.8,12,8,7,4,14.8,6,4,0,2,0.0
SEN,GK,24,1993,20,19,1723,19.2,27,1.41,76,49,65.8,3,6,10,6,31.6,1,1,0,0,0.0
ITA,GK,32,1985,17,17,1525,16.9,25,1.48,84,59,75.0,7,3,7,3,17.6,4,4,0,0,0.0
ITA,GK,30,1988,1,0,5,0.1,0,0.0,0,0,,0,0,0,1,,0,0,0,0,
SRB,GK,21,1997,2,2,164,1.8,4,2.2,16,12,75.0,1,0,1,0,0.0,0,0,0,0,
IDN,GK,21,1997,36,36,3240,36.0,51,1.42,147,96,70.1,14,7,15,11,30.6,8,7,1,0,12.5
BRA,GK,28,1990,2,2,180,2.0,0,0.0,2,2,100.0,1,1,0,2,100.0,0,0,0,0,
ITA,GK,31,1987,36,36,3213,35.7,56,1.57,155,98,66.5,9,15,12,12,33.3,8,4,3,1,42.9
ITA,GK,37,1981,3,2,202,2.3,4,1.78,12,8,66.7,0,1,1,0,0.0,0,0,0,0,
URU,GK,26,1992,3,2,250,2.8,2,0.72,9,7,88.9,1,1,0,1,50.0,1,1,0,0,0.0
ITA,GK,31,1987,36,36,3170,35.2,35,0.99,136,99,75.7,15,14,7,14,38.9,4,2,2,0,50.0
ARG,GK,24,1994,29,29,2610,29.0,40,1.38,144,105,77.8,9,8,12,7,24.1,8,8,0,0,0.0
ITA,GK,22,1996,9,9,810,9.0,13,1.44,38,25,68.4,2,2,5,2,22.2,1,1,0,0,0.0
ITA,GK,28,1991,1,0,11,0.1,1,8.18,1,0,0.0,0,0,0,0,,0,0,0,0,
ITA,GK,27,1992,6,5,525,5.8,5,0.86,18,13,72.2,4,0,1,2,40.0,0,0,0,0,
ITA,GK,24,1995,33,33,2884,32.0,42,1.31,120,81,70.0,19,9,5,8,24.2,6,6,0,0,0.0
BRA,GK,35,1983,1,1,90,1.0,1,1.0,2,1,50.0,0,1,0,0,0.0,0,0,0,0,
POL,GK,28,1991,37,37,3330,37.0,64,1.73,187,123,69.0,12,10,15,2,5.4,8,6,1,1,14.3
ITA,GK,31,1988,4,4,279,3.1,4,1.29,11,7,63.6,1,0,3,1,25.0,0,0,0,0,
FIN,GK,26,1993,29,29,2610,29.0,59,2.03,181,124,72.4,5,6,18,5,17.2,10,9,1,0,10.0
ITA,GK,24,1995,6,5,531,5.9,16,2.71,44,28,63.6,0,1,4,0,0.0,1,0,0,1,
ITA,GK,25,1994,16,16,1440,16.0,21,1.31,89,68,77.5,2,6,8,3,18.8,2,1,1,0,50.0
BRA,GK,37,1982,6,5,454,5.0,11,2.18,17,6,47.1,1,1,3,0,0.0,3,2,0,1,0.0
SWE,GK,29,1990,17,17,1524,16.9,24,1.42,89,67,77.5,8,5,4,4,23.5,4,4,0,0,0.0
POL,GK,21,1997,31,31,2790,31.0,43,1.39,139,94,73.4,7,12,12,8,25.8,8,6,2,0,25.0
ITA,GK,18,2001,1,0,6,0.1,0,0.0,0,0,,0,0,0,1,,0,0,0,0,
ITA,GK,29,1990,7,7,624,6.9,5,0.72,23,18,91.3,5,1,1,2,28.6,3,3,0,0,0.0
ROU,GK,22,1997,17,17,1530,17.0,35,2.06,98,64,70.4,2,5,10,2,11.8,7,6,0,1,0.0
ITA,GK,26,1992,21,21,1890,21.0,38,1.81,103,66,64.1,8,4,9,5,23.8,2,1,0,1,0.0
SRB,GK,23,1996,3,3,270,3.0,8,2.67,15,7,60.0,1,0,2,1,33.3,2,2,0,0,0.0
ITA,GK,28,1991,35,35,3150,35.0,43,1.23,159,117,77.4,11,13,11,9,25.7,7,7,0,0,0.0
ITA,GK,33,1985,4,4,270,3.0,4,1.33,8,4,62.5,2,0,1,1,25.0,1,1,0,0,0.0
SVN,GK,35,1984,35,35,3150,35.0,32,0.91,110,78,72.7,22,10,3,13,37.1,3,2,1,0,33.3
ITA,GK,29,1990,1,0,19,0.2,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
ITA,GK,41,1978,9,9,810,9.0,10,1.11,33,23,72.7,7,1,1,1,11.1,2,1,0,1,0.0
POL,GK,29,1990,29,29,2591,28.8,33,1.15,129,95,80.6,19,4,6,11,37.9,10,8,1,1,11.1
ALB,GK,24,1995,38,38,3420,38.0,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,1,12.5
BRA,GK,26,1992,34,34,2997,33.3,76,2.28,227,152,70.9,6,8,20,2,5.9,12,10,2,0,16.7
ITA,GK,29,1990,5,4,423,4.7,9,1.91,29,20,72.4,3,0,1,1,25.0,1,1,0,0,0.0
BIH,GK,32,1987,2,1,129,1.4,3,2.09,7,4,71.4,0,0,1,0,0.0,1,1,0,0,0.0
ITA,GK,20,1999,36,36,3201,35.6,42,1.18,141,96,73.0,18,9,9,12,33.3,8,4,4,0,50.0
ESP,GK,36,1982,2,2,90,1.0,1,1.0,6,4,83.3,1,0,0,0,0.0,1,0,1,0,100.0
ITA,GK,22,1997,22,21,1951,21.7,33,1.52,84,51,66.7,9,5,7,3,14.3,6,5,1,0,16.7
COL,GK,30,1988,17,17,1469,16.3,17,1.04,54,37,72.2,9,3,5,4,23.5,2,2,0,0,0.0
ITA,GK,28,1991,34,34,3060,34.0,53,1.56,193,137,75.6,13,6,15,5,14.7,9,6,3,0,33.3
ITA,GK,28,1991,4,4,360,4.0,4,1.0,19,15,84.2,1,1,2,1,25.0,2,1,0,1,0.0
ITA,GK,36,1983,5,5,450,5.0,5,1.0,24,19,83.3,2,1,2,2,40.0,1,1,0,0,0.0
BRA,GK,22,1997,1,1,90,1.0,1,1.0,2,1,50.0,1,0,0,0,0.0,0,0,0,0,
ESP,GK,24,1994,32,32,2880,32.0,45,1.41,132,86,72.0,18,6,8,5,15.6,9,8,1,0,11.1
SEN,GK,21,1998,2,2,180,2.0,4,2.0,16,12,81.3,0,1,1,0,0.0,1,1,0,0,0.0
ALB,GK,30,1989,26,26,2340,26.0,44,1.69,147,105,74.1,5,3,18,3,11.5,6,6,0,0,0.0
CRO,GK,22,1997,10,10,900,10.0,29,2.9,65,36,55.4,0,1,9,0,0.0,1,0,1,0,100.0
IDN,GK,22,1997,36,36,3240,36.0,60,1.67,165,109,67.9,12,5,19,9,25.0,8,7,0,1,0.0
ITA,GK,24,1995,2,2,180,2.0,5,2.5,13,8,69.2,0,1,1,0,0.0,1,1,0,0,0.0
ITA,GK,32,1987,31,31,2790,31.0,55,1.77,145,92,66.9,12,5,14,5,16.1,8,7,1,0,12.5
ITA,GK,38,1981,5,5,450,5.0,4,0.8,27,24,85.2,2,2,1,2,40.0,0,0,0,0,
ITA,GK,17,2001,2,2,180,2.0,4,2.0,12,8,75.0,0,2,0,0,0.0,1,1,0,0,0.0
ITA,GK,36,1983,1,1,90,1.0,1,1.0,5,4,80.0,0,1,0,0,0.0,0,0,0,0,
ITA,GK,32,1987,36,36,3240,36.0,64,1.78,197,135,72.1,11,6,19,7,19.4,10,9,1,0,10.0
KVX,GK,31,1988,1,1,90,1.0,3,3.0,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0
ARG,GK,25,1994,38,38,3420,38.0,51,1.34,194,141,77.8,12,9,17,14,36.8,10,8,2,0,20.0
ITA,GK,28,1992,15,13,1261,14.0,21,1.5,47,25,57.4,9,1,3,2,15.4,2,1,1,0,50.0
ITA,GK,25,1995,25,25,2156,24.0,26,1.09,65,38,66.2,14,8,3,9,36.0,6,4,2,0,33.3
ITA,GK,24,1996,37,37,3330,37.0,74,2.0,172,103,59.3,7,11,19,7,18.9,5,4,1,0,20.0
ITA,GK,32,1988,1,1,90,1.0,1,1.0,5,4,80.0,0,1,0,0,0.0,0,0,0,0,
BRA,GK,36,1983,6,6,540,6.0,9,1.5,27,18,70.4,0,5,1,1,16.7,1,1,0,0,0.0
ITA,GK,20,1999,4,4,360,4.0,10,2.5,19,10,52.6,0,1,3,0,0.0,1,1,0,0,0.0
POL,GK,29,1991,28,28,2520,28.0,46,1.64,147,100,72.1,10,5,13,4,14.3,7,5,2,0,28.6
ITA,GK,26,1994,34,34,3060,34.0,53,1.56,182,129,73.6,6,10,18,6,17.6,5,5,0,0,0.0
ITA,GK,23,1996,4,4,360,4.0,6,1.5,21,15,71.4,3,0,1,1,25.0,0,0,0,0,
ITA,GK,37,1983,36,36,3240,36.0,91,2.53,207,118,58.5,6,3,27,2,5.6,5,5,0,0,0.0
ITA,GK,19,2001,1,1,90,1.0,0,0.0,1,1,100.0,0,1,0,1,100.0,0,0,0,0,
ITA,GK,28,1992,1,1,90,1.0,1,1.0,8,7,87.5,0,1,0,0,0.0,0,0,0,0,
POL,GK,22,1997,36,36,3148,35.0,55,1.57,141,85,66.7,9,12,15,7,19.4,10,8,2,0,20.0
ITA,GK,30,1990,4,2,272,3.0,4,1.32,11,7,63.6,0,1,1,2,100.0,1,0,1,0,100.0
ITA,GK,27,1992,3,2,206,2.3,3,1.31,12,9,75.0,1,0,1,1,50.0,0,0,0,0,
ITA,GK,37,1983,4,4,334,3.7,11,2.96,18,7,38.9,0,1,3,0,0.0,0,0,0,0,
ITA,GK,27,1992,32,32,2879,32.0,44,1.38,158,116,76.6,9,11,12,8,25.0,7,7,0,0,0.0
ITA,GK,29,1991,1,0,28,0.3,0,0.0,1,1,100.0,0,0,0,0,,0,0,0,0,
CRO,GK,20,2000,4,4,332,3.7,6,1.63,13,7,53.8,0,3,1,0,0.0,0,0,0,0,
ITA,GK,29,1991,34,34,3060,34.0,42,1.24,131,91,72.5,11,9,14,7,20.6,7,6,0,1,0.0
ITA,GK,34,1985,1,0,45,0.5,1,2.0,2,1,100.0,0,0,0,0,,1,1,0,0,0.0
ROU,GK,23,1997,2,1,135,1.5,1,0.67,6,5,83.3,1,0,0,0,0.0,0,0,0,0,
SVN,GK,36,1984,37,37,3240,36.0,33,0.92,110,76,73.6,27,7,3,14,37.8,6,4,2,0,33.3
ITA,GK,30,1990,1,0,23,0.3,1,3.91,2,1,50.0,0,0,0,0,,0,0,0,0,
ITA,GK,42,1978,8,8,720,8.0,5,0.62,21,15,85.7,7,1,0,3,37.5,3,2,1,0,33.3
POL,GK,30,1990,30,30,2677,29.7,32,1.08,98,66,71.4,16,8,6,5,16.7,6,4,2,0,33.3
ESP,GK,37,1982,29,29,2610,29.0,41,1.41,113,74,70.8,18,3,8,9,31.0,8,8,0,0,0.0
ALB,GK,25,1995,9,9,810,9.0,14,1.56,38,24,68.4,3,2,4,3,33.3,2,2,0,0,0.0
ROU,GK,34,1986,1,1,90,1.0,3,3.0,7,4,71.4,0,1,0,0,0.0,1,1,0,0,0.0
ITA,GK,21,1999,37,37,3330,37.0,38,1.03,126,88,71.4,24,6,7,14,37.8,4,2,1,1,33.3
ITA,GK,23,1997,22,22,1980,22.0,29,1.32,81,53,66.7,13,5,4,6,27.3,2,2,0,0,0.0
COL,GK,31,1988,16,16,1440,16.0,12,0.75,42,30,78.6,11,0,5,8,50.0,3,3,0,0,0.0
ITA,GK,29,1991,36,36,3240,36.0,76,2.11,181,108,59.1,3,11,22,5,13.9,2,2,0,0,0.0
ITA,GK,29,1991,2,2,180,2.0,7,3.5,10,3,40.0,0,0,2,0,0.0,1,1,0,0,0.0
ITA,GK,37,1983,13,13,1153,12.8,19,1.48,56,36,69.6,6,3,4,5,38.5,3,2,1,0,33.3
BRA,GK,23,1997,5,5,450,5.0,7,1.4,26,19,73.1,2,1,2,2,40.0,0,0,0,0,
ESP,GK,25,1994,21,20,1817,20.2,29,1.44,85,59,69.4,10,4,6,4,20.0,3,3,0,0,0.0
IDN,GK,23,1997,37,37,3330,37.0,54,1.46,173,118,72.8,14,7,16,6,16.2,9,7,2,0,22.2
CRO,GK,23,1997,1,1,90,1.0,0,0.0,1,1,100.0,1,0,0,1,100.0,0,0,0,0,
ITA,GK,33,1987,37,37,3330,37.0,56,1.51,185,129,71.9,17,10,10,7,18.9,5,4,1,0,20.0
ITA,GK,39,1981,1,1,90,1.0,0,0.0,1,1,100.0,0,1,0,1,100.0,0,0,0,0,
ITA,GK,26,1994,29,29,2610,29.0,55,1.9,131,75,62.6,6,10,13,4,13.8,7,6,1,0,14.3
NED,GK,29,1991,7,7,603,6.7,12,1.79,29,17,69.0,3,1,3,0,0.0,3,3,0,0,0.0
BRA,GK,38,1982,3,2,207,2.3,5,2.17,18,13,72.2,0,1,1,1,50.0,0,0,0,0,
ITA,GK,33,1987,32,32,2880,32.0,62,1.94,134,72,59.7,5,13,14,7,21.9,9,8,0,1,0.0
KVX,GK,32,1988,1,1,90,1.0,1,1.0,3,2,66.7,0,1,0,0,0.0,0,0,0,0,
SRB,GK,23,1997,5,5,450,5.0,6,1.2,20,14,75.0,2,2,1,1,20.0,1,1,0,0,0.0
ARG,GK,26,1994,35,35,3147,35.0,51,1.46,149,98,74.5,9,10,16,8,22.9,13,13,0,0,0.0
ITA,GK,18,2002,1,0,3,0.0,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
BRA,GK,32,1988,2,2,180,2.0,5,2.5,6,1,16.7,1,0,1,0,0.0,0,0,0,0,
ITA,GK,24,1996,1,1,90,1.0,2,2.0,4,2,75.0,0,0,1,0,0.0,1,1,0,0,0.0
ITA,GK,30,1991,1,0,37,0.4,1,2.43,2,1,50.0,0,0,0,0,,0,0,0,0,
ARG,GK,27,1994,33,33,2932,32.6,42,1.29,119,80,67.2,16,8,9,8,24.2,4,3,0,1,0.0
ITA,GK,29,1992,5,5,450,5.0,5,1.0,18,13,83.3,0,3,2,2,40.0,2,2,0,0,0.0
ITA,GK,29,1992,2,2,177,2.0,2,1.02,9,7,77.8,1,1,0,0,0.0,0,0,0,0,
ITA,GK,17,2004,1,0,3,0.0,0,0.0,1,1,100.0,0,0,0,1,,0,0,0,0,
POL,GK,30,1991,36,36,3240,36.0,53,1.47,174,122,74.1,11,9,16,12,33.3,9,8,1,0,11.1
ITA,GK,27,1994,35,35,3150,35.0,63,1.8,168,104,66.1,6,10,19,2,5.7,8,6,2,0,25.0
SRB,GK,25,1996,3,3,270,3.0,5,1.67,17,11,76.5,0,2,1,1,33.3,2,1,1,0,50.0
ITA,GK,24,1996,38,38,3420,38.0,70,1.84,216,150,69.9,10,11,17,7,18.4,10,5,2,3,28.6
POL,GK,23,1997,7,7,556,6.2,8,1.29,26,17,73.1,3,0,4,2,28.6,2,1,1,0,50.0
ITA,GK,31,1990,32,31,2862,31.8,43,1.35,100,58,59.0,16,5,10,9,29.0,3,2,1,0,33.3
CRO,GK,23,1998,1,1,90,1.0,1,1.0,4,3,75.0,0,0,1,0,0.0,0,0,0,0,
ITA,GK,34,1987,37,37,3330,37.0,59,1.59,180,122,69.4,4,16,17,10,27.0,5,4,1,0,20.0
ITA,GK,30,1991,1,1,90,1.0,3,3.0,7,4,57.1,0,1,0,0,0.0,0,0,0,0,
CRO,GK,21,2000,3,3,270,3.0,6,2.0,15,9,66.7,1,0,2,0,0.0,1,1,0,0,0.0
ITA,GK,25,1996,34,34,3060,34.0,50,1.47,137,88,65.0,13,10,11,4,11.8,3,2,1,0,33.3
ROU,GK,24,1997,1,1,90,1.0,2,2.0,3,1,33.3,0,0,1,0,0.0,0,0,0,0,
SVN,GK,37,1984,37,37,3330,37.0,30,0.81,124,95,79.0,25,9,3,15,40.5,4,4,0,0,0.0
ITA,GK,31,1990,1,0,45,0.5,1,2.0,2,1,100.0,0,0,0,0,,1,1,0,0,0.0
ITA,GK,28,1992,5,5,405,4.5,7,1.56,16,10,56.3,2,1,2,1,20.0,0,0,0,0,
POL,GK,31,1990,33,33,2970,33.0,29,0.88,105,73,75.2,18,9,6,12,36.4,6,3,3,0,50.0
ESP,GK,38,1982,15,15,1350,15.0,29,1.93,60,31,58.3,6,4,5,2,13.3,5,4,0,1,0.0
ALB,GK,26,1995,23,23,2070,23.0,29,1.26,86,58,67.4,12,6,5,7,30.4,1,1,0,0,0.0
ROU,GK,35,1986,6,6,540,6.0,10,1.67,24,14,66.7,4,1,1,1,16.7,3,2,1,0,33.3
FRA,GK,26,1995,32,32,2880,32.0,21,0.66,101,81,81.2,22,7,3,17,53.1,2,2,0,0,0.0
ITA,GK,24,1997,7,7,619,6.9,6,0.87,29,23,79.3,5,1,1,2,28.6,0,0,0,0,
COL,GK,32,1988,31,31,2790,31.0,25,0.81,106,82,77.4,19,6,6,13,41.9,1,1,0,0,0.0
ITA,GK,21,1999,1,0,11,0.1,0,0.0,1,1,100.0,0,0,0,1,,0,0,0,0,
POR,GK,33,1988,38,38,3420,38.0,43,1.13,146,104,74.0,18,9,11,15,39.5,6,5,1,0,16.7
ITA,GK,30,1991,16,16,1392,15.5,24,1.55,78,54,73.1,4,8,4,1,6.3,3,3,0,0,0.0
SVN,GK,31,1990,23,21,1938,21.5,49,2.28,135,87,65.9,3,2,16,1,4.8,5,3,1,1,25.0
ITA,GK,31,1990,1,1,90,1.0,5,5.0,8,3,37.5,0,0,1,0,0.0,0,0,0,0,
IDN,GK,24,1997,29,29,2560,28.4,48,1.69,130,82,63.8,8,5,16,5,17.2,2,1,1,0,50.0
ITA,GK,32,1988,1,0,5,0.1,1,18.0,1,0,100.0,0,0,0,0,,1,1,0,0,0.0
ITA,GK,26,1995,10,9,855,9.5,14,1.47,54,41,75.9,2,1,6,2,22.2,1,1,0,0,0.0
ITA,GK,34,1987,37,37,3322,36.9,63,1.71,171,108,67.8,13,11,13,3,8.1,9,8,1,0,11.1
ITA,GK,22,1999,1,0,8,0.1,0,0.0,1,1,100.0,0,0,0,0,,0,0,0,0,
ITA,GK,40,1981,1,1,90,1.0,3,3.0,5,2,40.0,0,0,1,0,0.0,0,0,0,0,
ITA,GK,27,1994,31,31,2761,30.7,52,1.7,165,116,73.9,9,5,17,7,22.6,11,9,0,2,0.0
NED,GK,30,1991,7,7,630,7.0,19,2.71,43,23,58.1,1,1,5,0,0.0,2,1,1,0,50.0
BIH,GK,19,2002,1,0,29,0.3,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
ALB,GK,32,1989,10,10,900,10.0,8,0.8,41,32,85.4,3,4,3,4,40.0,3,2,1,0,33.3
ITA,GK,21,2000,1,1,90,1.0,0,0.0,3,3,100.0,1,0,0,1,100.0,0,0,0,0,
SRB,GK,24,1997,27,27,2430,27.0,33,1.22,80,46,67.5,9,7,11,4,14.8,8,7,1,0,12.5
ITA,GK,35,1985,3,3,270,3.0,8,2.67,21,13,61.9,1,0,2,1,33.3,0,0,0,0,
ITA,GK,30,1991,35,35,3150,35.0,50,1.43,141,92,68.1,10,14,11,7,20.0,7,5,0,2,0.0
ITA,GK,26,1995,6,6,495,5.5,9,1.64,39,30,76.9,2,1,3,0,0.0,0,0,0,0,
FIN,GK,36,1985,17,16,1485,16.5,27,1.64,84,57,73.8,1,4,11,1,6.3,6,5,0,1,0.0
ARG,GK,34,1987,16,16,1440,16.0,33,2.06,105,74,74.3,3,4,9,3,18.8,6,6,0,0,0.0
ITA,GK,31,1991,1,0,4,0.0,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
ARG,GK,28,1994,24,24,2077,23.1,27,1.17,89,64,71.9,13,4,7,7,29.2,2,2,0,0,0.0
ITA,GK,30,1992,15,14,1339,14.9,21,1.41,64,43,68.8,6,3,5,2,14.3,1,1,0,0,0.0
ITA,GK,30,1992,1,1,90,1.0,0,0.0,4,4,100.0,1,0,0,1,100.0,0,0,0,0,
POL,GK,31,1991,37,37,3330,37.0,49,1.32,161,113,73.9,13,12,12,7,18.9,9,7,2,0,22.2
ROU,GK,25,1997,9,9,810,9.0,19,2.11,64,45,75.0,0,3,6,1,11.1,3,3,0,0,0.0
ITA,GK,22,2000,27,27,2430,27.0,47,1.74,153,107,70.6,4,9,14,4,14.8,2,2,0,0,0.0
SEN,GK,25,1997,2,2,180,2.0,3,1.5,8,5,62.5,1,0,1,1,50.0,0,0,0,0,
ITA,GK,25,1996,31,31,2783,30.9,39,1.26,134,95,73.9,9,12,10,7,22.6,6,4,1,1,20.0
KVX,GK,34,1988,1,0,7,0.1,1,12.86,1,0,0.0,0,0,0,0,,0,0,0,0,
ITA,GK,24,1997,7,7,630,7.0,9,1.29,24,15,62.5,1,1,5,2,28.6,0,0,0,0,
ITA,GK,23,1999,5,5,450,5.0,3,0.6,11,8,81.8,4,1,0,2,40.0,1,1,0,0,0.0
ITA,GK,27,1995,3,3,270,3.0,2,0.67,8,6,75.0,1,2,0,2,66.7,0,0,0,0,
ITA,GK,32,1990,29,29,2610,29.0,38,1.31,96,59,66.7,9,8,12,5,17.2,7,6,1,0,14.3
ITA,GK,35,1987,1,1,90,1.0,0,0.0,5,5,100.0,1,0,0,1,100.0,0,0,0,0,
ITA,GK,26,1996,37,37,3330,37.0,59,1.59,181,124,68.0,7,9,21,5,13.5,2,1,1,0,50.0
ITA,GK,27,1995,1,1,90,1.0,0,0.0,4,4,100.0,0,1,0,1,100.0,0,0,0,0,
ITA,GK,39,1983,1,0,26,0.3,0,0.0,2,2,100.0,0,0,0,1,,0,0,0,0,
CMR,GK,26,1996,24,24,2160,24.0,24,1.0,83,61,73.5,14,3,7,8,33.3,2,2,0,0,0.0
SVN,GK,38,1984,14,14,1234,13.7,18,1.31,52,35,67.3,9,0,5,4,28.6,1,1,0,0,0.0
ITA,GK,29,1992,11,10,948,10.5,7,0.66,40,32,85.0,5,3,2,6,60.0,2,1,1,0,50.0
POL,GK,32,1990,28,28,2472,27.5,26,0.95,93,67,75.3,17,3,8,14,50.0,3,3,0,0,0.0
ITA,GK,28,1994,38,37,3413,37.9,30,0.79,128,99,77.3,21,8,8,21,56.8,2,1,0,1,0.0
POR,GK,23,1999,1,1,5,0.1,,,,,,1,,,,,,,,,
ITA,GK,27,1995,38,38,3420,38.0,46,1.21,156,112,73.7,8,12,18,6,15.8,6,5,1,0,16.7
ITA,GK,39,1983,1,0,2,0.0,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
ROU,GK,36,1986,16,16,1440,16.0,22,1.37,61,40,67.2,9,3,4,4,25.0,2,2,0,0,0.0
FRA,GK,27,1995,22,22,1978,22.0,21,0.96,62,40,69.4,11,7,4,8,36.4,3,2,1,0,33.3
ITA,GK,28,1994,1,1,90,1.0,3,3.0,5,2,40.0,0,0,1,0,0.0,0,0,0,0,
ITA,GK,25,1997,37,37,3330,37.0,49,1.32,167,119,72.5,14,10,13,10,27.0,3,3,0,0,0.0
ITA,GK,25,1997,34,34,3060,34.0,24,0.71,91,66,74.7,26,5,3,16,47.1,2,1,1,0,50.0
ITA,GK,27,1995,4,4,360,4.0,4,1.0,16,12,75.0,2,1,1,2,50.0,0,0,0,0,
SRB,GK,22,1999,3,3,270,3.0,3,1.0,10,7,70.0,1,1,1,1,33.3,0,0,0,0,
POR,GK,34,1988,35,35,3150,35.0,35,1.0,108,73,69.4,17,8,10,13,37.1,3,2,1,0,33.3
MEX,GK,37,1985,20,20,1800,20.0,33,1.65,105,71,71.4,4,10,6,4,20.0,4,3,1,0,25.0
ITA,GK,31,1991,17,17,1530,17.0,27,1.59,87,57,73.6,4,5,8,3,17.6,7,4,3,0,42.9
ITA,GK,32,1990,1,1,90,1.0,2,2.0,4,2,50.0,1,0,0,0,0.0,0,0,0,0,
IDN,GK,25,1997,25,25,2250,25.0,39,1.56,121,82,71.9,2,6,17,4,16.0,7,5,2,0,28.6
SVN,GK,18,2003,4,4,360,4.0,9,2.25,30,21,73.3,1,1,2,0,0.0,2,1,0,1,0.0
ITA,GK,33,1988,9,9,810,9.0,23,2.56,64,41,67.2,0,3,6,0,0.0,2,2,0,0,0.0
ITA,GK,21,2001,1,1,90,1.0,3,3.0,7,4,57.1,0,0,1,0,0.0,0,0,0,0,
ITA,GK,35,1987,35,35,3150,35.0,55,1.57,117,64,55.6,12,8,15,9,25.7,3,3,0,0,0.0
ITA,GK,41,1981,2,2,180,2.0,3,1.5,6,3,66.7,0,1,1,0,0.0,1,1,0,0,0.0
